	ENST_Nested	ENST_Host	geneChr_Nested	geneStart_Nested	geneEnd_Nested	SYMBOL_Nested	Strand_Nested	biotype_Nested	geneChr_Host	geneStart_Host	geneEnd_Host	SYMBOL_Host	Strand_Host	biotype_Host	Overlap_size	Strandness	pairid	seqnames	start	end	width	strand	V5	annotation	genic	Intergenic	Promoter	fiveUTR	threeUTR	Exon	Intron	downstream	distal_intergenic	exon_intron_number	exon_intron_total_number
202	ENST00000274353.10_2	ENST00000520388.5_3	chr5	78407631	78428111	BHMT	+	protein_coding	chr5	78351676	78531861	DMGDH	-	processed_transcript	20480	opposite	6413_ID	chr5	78407632	78428111	20480	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	5
227	ENST00000280357.12_5	ENST00000525987.5_1	chr11	112013982	112034817	IL18	-	protein_coding	chr11	111957626	112064528	AP002884.2	+	retained_intron	20844	opposite	7349_ID	chr11	112013983	112034817	20835	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
280	ENST00000294740.3_4	ENST00000637430.1_1	chr1	200374067	200379184	ZNF281	-	protein_coding	chr1	200302320	200447150	AC104461.1	+	lncRNA	5117	opposite	13033_ID	chr1	200374068	200379184	5117	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	5
281	ENST00000294818.2_2	ENST00000416424.5_3	chr1	165513236	165533194	LRRC52	+	protein_coding	chr1	165446077	165551392	LRRC52-AS1	-	lncRNA	19958	opposite	7862_ID	chr1	165513237	165533194	19958	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
283	ENST00000295148.9_4	ENST00000453731.1_1	chr2	24252216	24270261	WDCP	-	protein_coding	chr2	24247022	24286191	MFSD2B	+	nonsense_mediated_decay	20229	opposite	12906_ID	chr2	24252217	24270261	18045	*	-	Exon	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	2	5
291	ENST00000296046.4_2	ENST00000488190.1_3	chr3	148583082	148614990	CPA3	+	protein_coding	chr3	148568719	148677899	AC092979.1	-	lncRNA	31908	opposite	6697_ID	chr3	148583083	148614990	31908	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	5
309	ENST00000298681.5_2	ENST00000647921.1_3	chr14	21467451	21470030	SLC39A2	+	protein_coding	chr14	21464102	21482981	AL161668.3	-	lncRNA	2617	opposite	12097_ID	chr14	21467452	21470030	2579	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	5
312	ENST00000299575.5_2	ENST00000640345.1_3	chr16	81069446	81080955	ATMIN	+	protein_coding	chr16	81055920	81129889	AC092718.8	-	protein_coding	11509	opposite	6364_ID	chr16	81069447	81080955	11509	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	5
341	ENST00000303577.7_2	ENST00000628659.2_4	chr2	70314608	70316335	PCBP1	+	protein_coding	chr2	70190385	70330041	PCBP1-AS1	-	lncRNA	1727	opposite	9506_ID	chr2	70314609	70316335	1727	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
355	ENST00000304801.6_3	ENST00000653295.1_1	chr6	49753372	49754998	PGK2	-	protein_coding	chr6	49682037	49788212	AL121974.1	+	lncRNA	1626	opposite	9543_ID	chr6	49753373	49754998	1626	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
377	ENST00000309048.8_2	ENST00000400900.6_4	chr1	10490489	10502865	CENPS	+	protein_coding	chr1	10490158	10512210	CENPS-CORT	+	protein_coding	12376	same	6620_ID	chr1	10490490	10502865	12376	*	+	Exon	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	1	5
401	ENST00000311787.6_4	ENST00000442525.5_1	chr10	50339198	50342066	FAM170B	-	protein_coding	chr10	50329883	50359592	FAM170B-AS1	+	lncRNA	2868	opposite	6965_ID	chr10	50339199	50342066	2868	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
406	ENST00000312295.5_2	ENST00000356133.3_3	chr3	186915273	186919250	RTP1	+	protein_coding	chr3	186914877	186925417	AC007920.1	-	lncRNA	3977	opposite	11978_ID	chr3	186915274	186919250	3977	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	5
417	ENST00000313511.8_4	ENST00000675058.1_1	chr16	28853731	28857669	TUFM	-	protein_coding	chr16	28352754	29381593	AC009093.11	+	lncRNA	3938	opposite	12824_ID	chr16	28853732	28857669	3938	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
420	ENST00000313737.5_1	ENST00000337682.9_4	chr12	31477249	31478763	FLJ13224	+	lncRNA	chr12	31433517	31479084	SINHCAF	-	protein_coding	1514	opposite	7039_ID	chr12	31477250	31478763	1514	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
438	ENST00000317058.8_2	ENST00000675058.1_1	chr16	28565240	28603111	SGF29	+	protein_coding	chr16	28352754	29381593	AC009093.11	+	lncRNA	37876	same	12051_ID	chr16	28565241	28603111	37871	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
456	ENST00000319374.4_4	ENST00000557752.1_1	chr14	77597612	77608134	ZDHHC22	-	protein_coding	chr14	77564653	77691805	AC007375.2	+	nonsense_mediated_decay	11465	opposite	13010_ID	chr14	77597613	77608134	10522	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
466	ENST00000320542.4_4	ENST00000520739.5_1	chr8	29989186	30002181	MBOAT4	-	protein_coding	chr8	29953002	30034724	LEPROTL1	+	nonsense_mediated_decay	12995	opposite	7926_ID	chr8	29989187	30002181	12995	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
467	ENST00000320805.8_3	ENST00000675058.1_1	chr16	28962257	28978418	NFATC2IP	+	protein_coding	chr16	28352754	29381593	AC009093.11	+	lncRNA	16291	same	9254_ID	chr16	28962258	28978418	16161	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
482	ENST00000322610.12_4	ENST00000675058.1_1	chr16	28858009	28885526	SH2B1	+	protein_coding	chr16	28352754	29381593	AC009093.11	+	lncRNA	27613	same	12055_ID	chr16	28858010	28885526	27517	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
490	ENST00000323146.8_2	ENST00000507279.5_4	chr5	139944412	139948685	SLC35A4	+	protein_coding	chr5	139942027	139971708	AC116353.5	-	lncRNA	4273	opposite	12088_ID	chr5	139944413	139948685	4273	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
491	ENST00000323206.2_2	ENST00000575310.1_1	chr17	7338753	7340998	TMEM102	+	protein_coding	chr17	7323421	7347400	AC113189.2	+	lncRNA	2245	same	12711_ID	chr17	7338754	7340998	2245	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
496	ENST00000323684.4_2	ENST00000608254.1	chrX	22291029	22292578	CBLL2	+	protein_coding	chrX	22277913	23311263	RP11-40F8.2	-	lincRNA	1549	opposite	6557_ID	chrX	22291030	22292578	1549	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	5
501	ENST00000324873.8_4	ENST00000675058.1_1	chr16	28544028	28550295	NUPR1	-	protein_coding	chr16	28352754	29381593	AC009093.11	+	lncRNA	6301	opposite	9317_ID	chr16	28544029	28550295	6267	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
502	ENST00000325113.9_2	ENST00000410108.5_3	chr11	196760	200258	ODF3	+	protein_coding	chr11	167783	207383	BET1L	-	protein_coding	3501	opposite	9326_ID	chr11	196761	200258	3498	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
519	ENST00000326965.7_4	ENST00000646912.1_1	chr6	159455499	159466184	TAGAP	-	protein_coding	chr6	159420917	159497987	AL035530.2	+	lncRNA	10685	opposite	12595_ID	chr6	159455500	159466184	10685	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	5
527	ENST00000327720.6_2	ENST00000556799.1_5	chr14	60975863	60979568	SIX6	+	protein_coding	chr14	60945074	60982261	C14orf39	-	protein_coding	3705	opposite	12067_ID	chr14	60975864	60979568	3705	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
531	ENST00000327968.7_2	ENST00000608254.1	chrX	23018076	23021706	DDX53	+	protein_coding	chrX	22277913	23311263	RP11-40F8.2	-	lincRNA	3630	opposite	6785_ID	chrX	23018077	23021706	3630	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
541	ENST00000329434.2_2	ENST00000527565.1_3	chr11	7817451	7818520	OR5P2	-	protein_coding	chr11	7726174	7904494	AC044810.3	-	lncRNA	1069	same	9462_ID	chr11	7817452	7818520	1069	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	5
557	ENST00000331808.5_4	ENST00000644232.1_3	chr16	11022747	11036325	DEXI	-	protein_coding	chr16	11016023	11036878	CIITA	+	nonsense_mediated_decay	13578	opposite	6790_ID	chr16	11022748	11036325	13578	*	-	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	4	5
579	ENST00000333765.4	ENST00000422809.5_1	chr21	30968359	31003067	GRIK1-AS2	+	protein_coding	chr21	30699449	31003071	BACH1	+	protein_coding	34708	same	7179_ID	chr21	30968360	31003067	34708	*	+	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	4	5
583	ENST00000333870.8_4	ENST00000575310.1_1	chr17	7328934	7330887	SPEM2	+	protein_coding	chr17	7323421	7347400	AC113189.2	+	lncRNA	1953	same	12526_ID	chr17	7328935	7330887	1953	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
593	ENST00000335715.9_4	ENST00000675058.1_1	chr16	28603263	28608371	SULT1A2	-	protein_coding	chr16	28352754	29381593	AC009093.11	+	lncRNA	5108	opposite	12580_ID	chr16	28603264	28608371	5108	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
597	ENST00000336257.7_4	ENST00000460606.1_5	chr16	75562432	75569068	CHST5	-	protein_coding	chr16	75562429	75579326	AC009163.3	-	nonsense_mediated_decay	6713	same	6652_ID	chr16	75562433	75569068	6636	*	-	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	3	5
598	ENST00000336600.6_6	ENST00000422059.5_3	chr6	43968321	43975349	C6orf223	+	lncRNA	chr6	43963459	44042389	AL109615.3	-	lncRNA	7033	opposite	6517_ID	chr6	43968322	43975349	7028	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	5
644	ENST00000342376.4_2	ENST00000400864.3_1	chr19	55249977	55264504	KIR2DL3	+	protein_coding	chr19	55236000	55309738	AC245128.1	+	lncRNA	14527	same	7445_ID	chr19	55249978	55264504	14527	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
648	ENST00000342878.3_2	ENST00000410108.5_3	chr11	193077	194575	SCGB1C1	+	protein_coding	chr11	167783	207383	BET1L	-	protein_coding	1498	opposite	12005_ID	chr11	193078	194575	1498	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
652	ENST00000343318.9_3	ENST00000453068.1_1	chr7	91770956	91808845	LRRD1	-	protein_coding	chr7	91763917	91810039	CYP51A1-AS1	+	lncRNA	37889	opposite	7869_ID	chr7	91770957	91808845	37889	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	5
671	ENST00000352896.9_6	ENST00000518570.2_2	chr6	119280994	119470552	FAM184A	-	protein_coding	chr6	119255934	119503910	AL137009.1	+	lncRNA	189625	opposite	6966_ID	chr6	119280995	119470552	189558	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	5
673	ENST00000354258.4_3	ENST00000395330.5_1	chr6	32812985	32821755	TAP1	-	protein_coding	chr6	32811912	32827362	PSMB9	+	protein_coding	8770	opposite	12596_ID	chr6	32812986	32821755	8770	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
678	ENST00000354489.7_4	ENST00000463448.5_1	chr6	10762955	10838772	MAK	-	protein_coding	chr6	10747991	10852986	TMEM14B	+	nonsense_mediated_decay	75831	opposite	7911_ID	chr6	10762956	10838772	75817	*	-	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	4	5
690	ENST00000355622.8_3	ENST00000642985.1_1	chr9	120466680	120487013	TLR4	+	protein_coding	chr9	120466434	120639342	AL160272.2	+	nonsense_mediated_decay	20561	same	12703_ID	chr9	120466681	120487013	20333	*	+	Exon	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	1	5
699	ENST00000357084.7_1	ENST00000675058.1_1	chr16	28889725	28915785	ATP2A1	+	protein_coding	chr16	28352754	29381593	AC009093.11	+	lncRNA	26062	same	6369_ID	chr16	28889726	28915785	26060	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
705	ENST00000357796.7_2	ENST00000675058.1_1	chr16	28763107	28784128	NPIPB9	+	protein_coding	chr16	28352754	29381593	AC009093.11	+	lncRNA	21021	same	9293_ID	chr16	28763108	28784128	21021	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
711	ENST00000358582.9_4	ENST00000587199.5_7	chr19	38158651	38183216	ZNF781	-	protein_coding	chr19	38138713	38183238	ZFP30	-	protein_coding	24565	same	13072_ID	chr19	38158652	38183216	24565	*	-	Exon	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	1	5
715	ENST00000358993.3_4	ENST00000662492.1_1	chrX	140335595	140336650	SPANXC	-	protein_coding	chrX	140271507	140737305	SPANXA2-OT1	+	lncRNA	1055	opposite	12505_ID	chrX	140335596	140336650	1055	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
752	ENST00000362116.1	ENST00000360737.4_1	chr22	46508628	46508702	MIRLET7A3	+	miRNA	chr22	46481882	46509808	MIRLET7BHG	+	lncRNA	74	same	9129_ID	chr22	46508629	46508702	74	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	5	5
757	ENST00000362131.1	ENST00000371950.3_1	chrX	114058016	114058127	MIR448	+	miRNA	chrX	113818554	114144624	HTR2C	+	protein_coding	111	same	8568_ID	chrX	114058017	114058127	111	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	5
808	ENST00000362280.1	ENST00000463624.1_3	chr3	52302291	52302379	MIRLET7G	-	miRNA	chr3	52294460	52322036	WDR82	-	protein_coding	88	same	9138_ID	chr3	52302292	52302379	88	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
812	ENST00000362295.2	ENST00000652620.1_1	chr9	96938233	96938325	MIRLET7A1	+	miRNA	chr9	96928547	96963162	MIRLET7A1HG	+	lncRNA	92	same	9127_ID	chr9	96938234	96938325	92	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	5
823	ENST00000362356.1	ENST00000523374.5_4	chrX	46377200	46377303	RNU6-50P	+	snRNA	chrX	46357161	46404876	ZNF674	-	protein_coding	103	opposite	11295_ID	chrX	46377201	46377303	103	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	5
830	ENST00000362396.1	ENST00000659148.1_3	chr20	37078012	37078146	SNORA60	+	snoRNA	chr20	37074985	37079583	SNHG11	+	lncRNA	134	same	12192_ID	chr20	37078013	37078146	134	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	5
832	ENST00000362409.1	ENST00000509663.2_2	chr5	61739002	61739109	RNU6-661P	+	snRNA	chr5	61602032	61833076	AC114982.2	+	nonsense_mediated_decay	107	same	11416_ID	chr5	61739003	61739109	107	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
848	ENST00000362550.1	ENST00000502344.5_3	chr4	15095390	15095718	RN7SKP170	-	misc_RNA	chr4	15006565	15429538	C1QTNF7-AS1	-	lncRNA	328	same	9801_ID	chr4	15095391	15095718	328	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
895	ENST00000362842.1	ENST00000553149.1_1	chr15	25417781	25417863	SNORD115-2	+	snoRNA	chr15	25362618	25418143	SNHG14	+	lncRNA	82	same	12292_ID	chr15	25417782	25417863	82	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	5
896	ENST00000362849.1	ENST00000396026.7_2	chr20	18275786	18276095	RN7SKP74	-	misc_RNA	chr20	18268926	18297638	ZNF133	+	protein_coding	309	opposite	9917_ID	chr20	18275787	18276095	309	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
904	ENST00000362914.1	ENST00000560827.5_5	chr15	56566727	56566834	RNU6-1287P	-	snRNA	chr15	56536206	56683583	TEX9	+	protein_coding	107	opposite	10981_ID	chr15	56566728	56566834	107	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
922	ENST00000363002.1	ENST00000264710.5_2	chr2	26265543	26265650	RNU6-942P	+	snRNA	chr2	26256952	26360323	RAB10	+	protein_coding	107	same	11624_ID	chr2	26265544	26265650	107	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
923	ENST00000363010.1	ENST00000265191.4_4	chr5	137458699	137458800	RNU6-888P	-	snRNA	chr5	137450863	137475117	NME5	-	protein_coding	101	same	11586_ID	chr5	137458700	137458800	101	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	5
926	ENST00000363036.1	ENST00000649142.1_1	chr3	40540381	40540494	RNU5B-2P	-	snRNA	chr3	40518621	40559020	ZNF620	+	nonsense_mediated_decay	113	opposite	10740_ID	chr3	40540382	40540494	113	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
942	ENST00000363143.1	ENST00000305921.8_2	chr17	58739693	58739798	RNU6-623P	-	snRNA	chr17	58677553	58743641	PPM1D	+	protein_coding	105	opposite	11387_ID	chr17	58739694	58739798	105	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	5
948	ENST00000363214.1	ENST00000311528.10_2	chr16	89627841	89627925	SNORD68	+	snoRNA	chr16	89627089	89630950	RPL13	+	protein_coding	84	same	12438_ID	chr16	89627842	89627925	84	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
961	ENST00000363238.1	ENST00000513489.5_3	chr4	85154809	85154916	RNU6-774P	+	snRNA	chr4	84717588	85205480	AC079160.1	-	lncRNA	107	opposite	11492_ID	chr4	85154810	85154916	107	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
974	ENST00000363314.1	ENST00000450716.5_5	chr3	192447343	192447505	RNU1-20P	-	snRNA	chr3	191861766	192485553	FGF12	-	protein_coding	162	same	10572_ID	chr3	192447344	192447505	162	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
982	ENST00000363373.1	ENST00000648809.1_1	chr5	6848239	6848575	RN7SKP79	-	misc_RNA	chr5	6839572	7180380	LINC02196	+	lncRNA	336	opposite	9923_ID	chr5	6848240	6848575	336	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
1005	ENST00000363490.1	ENST00000369717.8_3	chr1	112032938	112033045	RNU6-792P	-	snRNA	chr1	112025969	112106584	TMIGD3	-	protein_coding	107	same	11505_ID	chr1	112032939	112033045	107	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
1028	ENST00000363593.1	ENST00000437139.7_6	chr17	8076771	8076905	SNORD118	-	snoRNA	chr17	8075774	8079698	TMEM107	-	protein_coding	134	same	12358_ID	chr17	8076772	8076905	134	*	-	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	5	5
1040	ENST00000363658.1	ENST00000297313.8_5	chr8	54827278	54827384	RNU6-1331P	+	snRNA	chr8	54764354	54871863	RGS20	+	protein_coding	106	same	11014_ID	chr8	54827279	54827384	106	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
1047	ENST00000363693.1	ENST00000263856.9_4	chr2	86742326	86742431	RNU6-640P	-	snRNA	chr2	86730552	86790566	CHMP3	-	protein_coding	105	same	11398_ID	chr2	86742327	86742431	105	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
1054	ENST00000363727.1	ENST00000287218.9_2	chr6	37883348	37883518	RNU1-87P	+	snRNA	chr6	37787502	38122400	ZFAND3	+	protein_coding	170	same	10608_ID	chr6	37883349	37883518	170	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
1079	ENST00000363861.1	ENST00000534420.1_3	chr8	42928616	42928761	RNU1-124P	+	snRNA	chr8	42873566	42932477	AC110275.1	+	nonsense_mediated_decay	145	same	10560_ID	chr8	42928617	42928761	145	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	5
1084	ENST00000363886.1	ENST00000515296.1_1	chr5	139097569	139097675	RNU6-236P	-	snRNA	chr5	139064229	139124595	AC008667.1	+	lncRNA	106	opposite	11091_ID	chr5	139097570	139097675	106	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
1119	ENST00000364056.1	ENST00000368851.10_5	chr6	111412415	111412535	RNU6-960P	-	snRNA	chr6	111408705	111552397	SLC16A10	+	protein_coding	120	opposite	11638_ID	chr6	111412416	111412535	120	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
1144	ENST00000364208.1	ENST00000610767.4_1	chr22	37451072	37451387	RN7SKP214	-	misc_RNA	chr22	37447775	37459429	KCTD17	+	protein_coding	315	opposite	9825_ID	chr22	37451073	37451387	315	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
1146	ENST00000364225.1	ENST00000608254.1	chrX	22545951	22546058	RNU6-266P	+	snRNA	chrX	22277913	23311263	RP11-40F8.2	-	lincRNA	107	opposite	11114_ID	chrX	22545952	22546058	107	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	5
1175	ENST00000364394.1	ENST00000274065.9_2	chr4	152023208	152023280	SNORD73	+	snoRNA	chr4	152020779	152025794	RPS3A	+	protein_coding	72	same	12444_ID	chr4	152023209	152023280	72	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
1205	ENST00000364533.1	ENST00000526895.5_3	chr11	17097325	17097415	SNORD14B	-	snoRNA	chr11	17095935	17099253	RPS13	-	processed_transcript	90	same	12373_ID	chr11	17097326	17097415	90	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
1211	ENST00000364571.1	ENST00000426755.5_5	chr3	196435729	196435835	RNU6-646P	-	snRNA	chr3	196366645	196457964	PIGX	+	protein_coding	106	opposite	11405_ID	chr3	196435730	196435835	106	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
1228	ENST00000364663.1	ENST00000616265.4_1	chr4	140606280	140606581	RN7SKP237	-	misc_RNA	chr4	140586921	140661899	MGST2	+	protein_coding	301	opposite	9844_ID	chr4	140606281	140606581	301	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
1290	ENST00000364948.1	ENST00000510042.5_3	chr4	169926399	169926495	RNY4P17	+	misc_RNA	chr4	169784920	169931409	CBR4	-	nonsense_mediated_decay	96	opposite	11851_ID	chr4	169926400	169926495	96	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
1295	ENST00000364961.1	ENST00000553149.1_1	chr15	25415869	25415951	SNORD115-1	+	snoRNA	chr15	25362618	25418143	SNHG14	+	lncRNA	82	same	12282_ID	chr15	25415870	25415951	82	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
1299	ENST00000364999.1	ENST00000334025.3_3	chr5	63869395	63869497	RNU6-294P	+	snRNA	chr5	63801841	63908146	RGS7BP	+	protein_coding	102	same	11135_ID	chr5	63869396	63869497	102	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
1323	ENST00000365161.1	ENST00000396651.8_2	chr1	45243514	45243584	SNORD38A	+	snoRNA	chr1	45241211	45244451	RPS8	+	protein_coding	70	same	12404_ID	chr1	45243515	45243584	70	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	5
1353	ENST00000365367.1	ENST00000266943.11_5	chr13	29277838	29277944	RNU6-53P	-	snRNA	chr13	29274216	29293107	SLC46A3	-	protein_coding	106	same	11322_ID	chr13	29277839	29277944	106	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	5
