"geneChr_Nested"	"geneStart_Nested"	"geneEnd_Nested"	"ENST_Nested"	"SYMBOL_Nested"	"Strand_Nested"	"biotype_Nested"	"geneChr_Host"	"geneStart_Host"	"geneEnd_Host"	"ENST_Host"	"SYMBOL_Host"	"Strand_Host"	"biotype_Host"	"Overlap_size"	"Strandness"
"chr18"	37433411	37437547	"ENSMUST00000193015.1"	"Gm37446"	"-"	"antisense"	"chr18"	36975940	37833296	"ENSMUST00000193984.1"	"Gm37388"	"+"	"protein_coding"	4136	"opposite"
"chr18"	37433411	37437547	"ENSMUST00000193015.1"	"Gm37446"	"-"	"antisense"	"chr18"	36952740	37840200	"ENSMUST00000115661.4"	"Gm42416"	"+"	"protein_coding"	4136	"opposite"
"chr18"	37433411	37437547	"ENSMUST00000193015.1"	"Gm37446"	"-"	"antisense"	"chr18"	36969915	37833296	"ENSMUST00000194544.1"	"Gm37013"	"+"	"protein_coding"	4136	"opposite"
"chr3"	15547478	15548599	"ENSMUST00000194767.1"	"Gm37468"	"+"	"antisense"	"chr3"	15495750	15575065	"ENSMUST00000091319.6"	"Sirpb1b"	"-"	"protein_coding"	1121	"opposite"
"chr1"	165848154	165849044	"ENSMUST00000193728.1"	"Gm37469"	"-"	"antisense"	"chr1"	165788680	165871153	"ENSMUST00000161971.7"	"Cd247"	"+"	"protein_coding"	890	"opposite"
"chr14"	7466361	7483762	"ENSMUST00000164366.7"	"Gm3752"	"-"	"protein_coding"	"chr14"	7412459	7508369	"ENSMUST00000180508.7"	"4933406F09Rik"	"+"	"lincRNA"	17401	"opposite"
"chr2"	3351133	3354004	"ENSMUST00000193499.1"	"Gm37525"	"-"	"sense_intronic"	"chr2"	3341986	3397210	"ENSMUST00000194918.5"	"Olah"	"-"	"protein_coding"	2871	"same"
"chr1"	160321685	160327078	"ENSMUST00000195618.1"	"Gm37529"	"-"	"sense_intronic"	"chr1"	160264323	160443072	"ENSMUST00000194105.1"	"Gm36975"	"+"	"antisense"	5393	"opposite"
"chr1"	160321685	160327078	"ENSMUST00000195618.1"	"Gm37529"	"-"	"sense_intronic"	"chr1"	160257204	160792946	"ENSMUST00000028049.12"	"Rabgap1l"	"-"	"protein_coding"	5393	"same"
"chr14"	7440923	7450917	"ENSMUST00000169555.1"	"Gm3755"	"-"	"protein_coding"	"chr14"	7412459	7508369	"ENSMUST00000180508.7"	"4933406F09Rik"	"+"	"lincRNA"	9994	"opposite"
"chr3"	25695194	25700303	"ENSMUST00000193993.1"	"Gm37573"	"-"	"sense_intronic"	"chr3"	25426214	26332460	"ENSMUST00000193603.5"	"Nlgn1"	"-"	"protein_coding"	5109	"same"
"chr3"	32511802	32512344	"ENSMUST00000192741.1"	"Gm37592"	"-"	"antisense"	"chr3"	32510258	32520833	"ENSMUST00000193287.5"	"Zfp639"	"+"	"protein_coding"	542	"opposite"
"chr9"	106870673	106871501	"ENSMUST00000193626.1"	"Gm37612"	"+"	"sense_intronic"	"chr9"	106838311	106891872	"ENSMUST00000159620.8"	"Manf"	"-"	"protein_coding"	828	"opposite"
"chr9"	106870673	106871501	"ENSMUST00000193626.1"	"Gm37612"	"+"	"sense_intronic"	"chr9"	106821873	106880443	"ENSMUST00000159645.7"	"Dcaf1"	"+"	"protein_coding"	828	"same"
"chr1"	155231303	155233159	"ENSMUST00000192162.1"	"Gm37622"	"+"	"antisense"	"chr1"	155212470	155244444	"ENSMUST00000186156.6"	"BC034090"	"-"	"protein_coding"	1856	"opposite"
"chr1"	40691441	40697636	"ENSMUST00000193691.1"	"Gm37623"	"-"	"antisense"	"chr1"	40680573	40769273	"ENSMUST00000027231.12"	"Slc9a2"	"+"	"protein_coding"	6195	"opposite"
"chr1"	161040619	161041414	"ENSMUST00000195700.1"	"Gm37634"	"+"	"antisense"	"chr1"	161040600	161070658	"ENSMUST00000035430.3"	"Dars2"	"-"	"protein_coding"	795	"opposite"
"chr9"	98590494	98591750	"ENSMUST00000195540.1"	"Gm37637"	"+"	"antisense"	"chr9"	98588729	98601660	"ENSMUST00000035034.9"	"Mrps22"	"-"	"protein_coding"	1256	"opposite"
"chr3"	32610860	32613513	"ENSMUST00000195407.1"	"Gm37640"	"+"	"antisense"	"chr3"	32580331	32616585	"ENSMUST00000155737.7"	"Gnb4"	"-"	"protein_coding"	2653	"opposite"
"chr1"	193289765	193290889	"ENSMUST00000193570.1"	"Gm37650"	"-"	"antisense"	"chr1"	193207724	193343878	"ENSMUST00000194677.5"	"Lamb3"	"+"	"protein_coding"	1124	"opposite"
"chr1"	158485031	158554299	"ENSMUST00000192868.1"	"Gm37679"	"-"	"antisense"	"chr1"	158362272	158691779	"ENSMUST00000193042.5"	"Astn1"	"+"	"protein_coding"	69268	"opposite"
"chr1"	38884753	38888072	"ENSMUST00000195309.1"	"Gm37707"	"+"	"antisense"	"chr1"	38863876	38898161	"ENSMUST00000194361.5"	"Chst10"	"-"	"protein_coding"	3319	"opposite"
"chr1"	184376343	184382441	"ENSMUST00000194295.1"	"Gm37712"	"-"	"lincRNA"	"chr1"	184358343	184394271	"ENSMUST00000193592.1"	"Gm37223"	"+"	"lincRNA"	6098	"opposite"
"chr18"	36967590	36968148	"ENSMUST00000192178.1"	"Gm37753"	"-"	"antisense"	"chr18"	36952740	37840200	"ENSMUST00000115661.4"	"Gm42416"	"+"	"protein_coding"	558	"opposite"
"chr1"	172089909	172092679	"ENSMUST00000191834.1"	"Gm37756"	"-"	"antisense"	"chr1"	172082528	172122325	"ENSMUST00000135192.7"	"Copa"	"+"	"protein_coding"	2770	"opposite"
"chr1"	171634878	171636022	"ENSMUST00000192524.1"	"Gm37787"	"+"	"antisense"	"chr1"	171632402	171653035	"ENSMUST00000192195.5"	"Slamf7"	"-"	"protein_coding"	1144	"opposite"
"chr2"	4138983	4142627	"ENSMUST00000195820.1"	"Gm37814"	"+"	"sense_intronic"	"chr2"	4017743	4614041	"ENSMUST00000177457.7"	"Frmd4a"	"+"	"protein_coding"	3644	"same"
"chr2"	4138983	4142627	"ENSMUST00000195820.1"	"Gm37814"	"+"	"sense_intronic"	"chr2"	4137773	4144102	"ENSMUST00000138462.1"	"Gm13189"	"+"	"lincRNA"	3644	"same"
"chr9"	107762807	107763587	"ENSMUST00000194573.1"	"Gm37850"	"+"	"antisense"	"chr9"	107740370	107770996	"ENSMUST00000182659.7"	"Rbm5"	"-"	"protein_coding"	780	"opposite"
"chr3"	50001971	50010783	"ENSMUST00000192149.1"	"Gm37854"	"+"	"antisense"	"chr3"	49892525	50443614	"ENSMUST00000194462.5"	"Slc7a11"	"-"	"protein_coding"	8812	"opposite"
"chr3"	87157692	87162455	"ENSMUST00000192571.1"	"Gm37855"	"+"	"lincRNA"	"chr3"	87078600	87174747	"ENSMUST00000107618.8"	"Kirrel"	"-"	"protein_coding"	4763	"opposite"
"chr1"	165451554	165454629	"ENSMUST00000195308.1"	"Gm37864"	"-"	"sense_intronic"	"chr1"	165328697	165460465	"ENSMUST00000027856.12"	"Dcaf6"	"-"	"protein_coding"	3075	"same"
"chr3"	86768070	86778653	"ENSMUST00000194490.1"	"Gm37876"	"-"	"antisense"	"chr3"	86224679	86782689	"ENSMUST00000107635.6"	"Lrba"	"+"	"protein_coding"	10583	"opposite"
"chr1"	182484178	182492473	"ENSMUST00000192568.1"	"Gm37885"	"+"	"antisense"	"chr1"	182467259	182517524	"ENSMUST00000068505.9"	"Capn2"	"-"	"protein_coding"	8295	"opposite"
"chr3"	80202491	80205598	"ENSMUST00000192018.1"	"Gm37892"	"-"	"antisense"	"chr3"	80054891	80213085	"ENSMUST00000194077.1"	"A330069K06Rik"	"+"	"lincRNA"	3107	"opposite"
"chr1"	172237290	172238290	"ENSMUST00000191616.1"	"Gm37950"	"+"	"antisense"	"chr1"	172223512	172258414	"ENSMUST00000111243.1"	"Atp1a4"	"-"	"protein_coding"	1000	"opposite"
"chr9"	108389081	108390205	"ENSMUST00000195351.1"	"Gm37963"	"+"	"sense_intronic"	"chr9"	108347852	108392545	"ENSMUST00000035237.11"	"Usp4"	"+"	"protein_coding"	1124	"same"
"chr1"	167242456	167251492	"ENSMUST00000193076.1"	"Gm37982"	"+"	"antisense"	"chr1"	167222882	167285320	"ENSMUST00000053686.8"	"Uck2"	"-"	"protein_coding"	9036	"opposite"
"chrY"	17957446	17960787	"ENSMUST00000193309.1"	"Gm38028"	"+"	"lincRNA"	"chrY"	17874740	17967596	"ENSMUST00000177639.6"	"Gm20831"	"+"	"protein_coding"	3341	"same"
"chr1"	159928389	159931726	"ENSMUST00000195328.1"	"Gm38039"	"-"	"antisense"	"chr1"	159523768	159931729	"ENSMUST00000192069.5"	"Tnr"	"+"	"protein_coding"	3337	"opposite"
"chr2"	4103876	4106938	"ENSMUST00000195785.1"	"Gm38085"	"+"	"sense_intronic"	"chr2"	4017743	4614041	"ENSMUST00000177457.7"	"Frmd4a"	"+"	"protein_coding"	3062	"same"
"chr18"	37172125	37172564	"ENSMUST00000192936.1"	"Gm38097"	"-"	"antisense"	"chr18"	36952740	37840200	"ENSMUST00000115661.4"	"Gm42416"	"+"	"protein_coding"	439	"opposite"
"chr18"	37172125	37172564	"ENSMUST00000192936.1"	"Gm38097"	"-"	"antisense"	"chr18"	36969915	37833296	"ENSMUST00000194544.1"	"Gm37013"	"+"	"protein_coding"	439	"opposite"
"chr18"	37172125	37172564	"ENSMUST00000192936.1"	"Gm38097"	"-"	"antisense"	"chr18"	36975940	37833296	"ENSMUST00000193984.1"	"Gm37388"	"+"	"protein_coding"	439	"opposite"
"chr18"	37172125	37172564	"ENSMUST00000192936.1"	"Gm38097"	"-"	"antisense"	"chr18"	37159853	37178522	"ENSMUST00000180516.2"	"Gm10544"	"-"	"processed_transcript"	439	"same"
"chr5"	123133938	123135930	"ENSMUST00000196428.1"	"Gm38102"	"+"	"lincRNA"	"chr5"	123133722	123138109	"ENSMUST00000159072.1"	"AI480526"	"-"	"lincRNA"	3757	"opposite"
"chr1"	36913600	36916539	"ENSMUST00000194317.1"	"Gm38115"	"-"	"sense_intronic"	"chr1"	36792193	36939822	"ENSMUST00000194563.5"	"Tmem131"	"-"	"protein_coding"	2939	"same"
"chr3"	52186572	52187957	"ENSMUST00000193358.1"	"Gm38132"	"+"	"processed_transcript"	"chr3"	52134046	52221997	"ENSMUST00000193679.1"	"Gm37202"	"-"	"lincRNA"	1385	"opposite"
"chr9"	108010975	108016608	"ENSMUST00000191858.1"	"Gm38134"	"-"	"antisense"	"chr9"	107996348	108045270	"ENSMUST00000176454.1"	"Gm20662"	"+"	"protein_coding"	5633	"opposite"
"chr9"	108010975	108016608	"ENSMUST00000191858.1"	"Gm38134"	"-"	"antisense"	"chr9"	108002500	108048782	"ENSMUST00000035214.10"	"Ip6k1"	"+"	"protein_coding"	5633	"opposite"
"chr7"	73948422	73958042	"ENSMUST00000191751.1"	"Gm38143"	"+"	"processed_transcript"	"chr7"	73939118	74013674	"ENSMUST00000026896.9"	"St8sia2"	"-"	"protein_coding"	9620	"opposite"
"chr9"	107594439	107594891	"ENSMUST00000192996.1"	"Gm38150"	"+"	"lincRNA"	"chr9"	107592629	107597075	"ENSMUST00000238519.1"	"Lsmem2"	"-"	"protein_coding"	452	"opposite"
"chrY"	13335782	13338145	"ENSMUST00000193656.1"	"Gm38159"	"-"	"lincRNA"	"chrY"	13252441	13378797	"ENSMUST00000178599.6"	"Gm21454"	"+"	"protein_coding"	2363	"opposite"
"chr9"	108584755	108585361	"ENSMUST00000194112.1"	"Gm38163"	"-"	"sense_intronic"	"chr9"	108578861	108597667	"ENSMUST00000006853.10"	"P4htm"	"-"	"protein_coding"	606	"same"
"chr18"	61691045	61692384	"ENSMUST00000191654.1"	"Gm38165"	"-"	"antisense"	"chr18"	61684886	61692538	"ENSMUST00000237575.1"	"Il17b"	"+"	"protein_coding"	1339	"opposite"
"chr1"	191077824	191078680	"ENSMUST00000192879.1"	"Gm38188"	"-"	"antisense"	"chr1"	191063030	191086474	"ENSMUST00000078259.7"	"Nsl1"	"+"	"protein_coding"	856	"opposite"
"chr1"	165230370	165235125	"ENSMUST00000192350.1"	"Gm38190"	"-"	"sense_intronic"	"chr1"	165212285	165236943	"ENSMUST00000043235.7"	"Tiprl"	"-"	"protein_coding"	4755	"same"
"chr1"	184923135	184942500	"ENSMUST00000192968.1"	"Gm38251"	"+"	"antisense"	"chr1"	184896788	184999570	"ENSMUST00000027929.9"	"Mark1"	"-"	"protein_coding"	19365	"opposite"
"chr1"	165493790	165495167	"ENSMUST00000194507.1"	"Gm38325"	"-"	"antisense"	"chr1"	165485182	165576774	"ENSMUST00000027852.14"	"Adcy10"	"+"	"protein_coding"	1377	"opposite"
"chr1"	34809359	34811908	"ENSMUST00000193040.2"	"Gm38336"	"-"	"antisense"	"chr1"	34678187	34812739	"ENSMUST00000159747.8"	"Arhgef4"	"+"	"protein_coding"	2549	"opposite"
"chr2"	4217080	4219353	"ENSMUST00000191718.1"	"Gm38348"	"+"	"sense_intronic"	"chr2"	4017743	4614041	"ENSMUST00000177457.7"	"Frmd4a"	"+"	"protein_coding"	2273	"same"
"chr3"	73329433	73470014	"ENSMUST00000192351.1"	"Gm38353"	"+"	"lincRNA"	"chr3"	73066350	73594830	"ENSMUST00000192642.1"	"Gm20754"	"+"	"lincRNA"	140581	"same"
"chr1"	133619939	133661318	"ENSMUST00000179598.3"	"Gm38394"	"-"	"protein_coding"	"chr1"	133619870	133661380	"ENSMUST00000027736.12"	"Zc3h11a"	"-"	"protein_coding"	41379	"same"
"chr7"	99870665	99889358	"ENSMUST00000207760.1"	"Gm38405"	"-"	"antisense"	"chr7"	99859115	99917822	"ENSMUST00000036155.9"	"Xrra1"	"+"	"protein_coding"	18693	"opposite"
"chr3"	104409160	104417535	"ENSMUST00000199205.1"	"Gm38412"	"+"	"antisense"	"chr3"	104396417	104461511	"ENSMUST00000199180.1"	"Lrig2"	"-"	"protein_coding"	8375	"opposite"
"chr14"	11965445	11981223	"ENSMUST00000136693.2"	"Gm3848"	"-"	"antisense"	"chr14"	11553531	12242041	"ENSMUST00000022264.12"	"Ptprg"	"+"	"protein_coding"	15778	"opposite"
"chr3"	34298171	34351712	"ENSMUST00000174005.2"	"Gm38505"	"-"	"lincRNA"	"chr3"	34104457	34676030	"ENSMUST00000196243.4"	"Sox2ot"	"+"	"processed_transcript"	53541	"opposite"
"chr10"	82845732	82859008	"ENSMUST00000220169.1"	"Gm38560"	"-"	"bidirectional_promoter_lncRNA"	"chr10"	82833950	82897712	"ENSMUST00000219368.1"	"Txnrd1"	"+"	"protein_coding"	13276	"opposite"
"chr5"	71680267	71699824	"ENSMUST00000199398.1"	"Gm38562"	"-"	"antisense"	"chr5"	71658112	72108779	"ENSMUST00000199967.4"	"Gabrb1"	"+"	"protein_coding"	19557	"opposite"
"chr17"	68829840	68837226	"ENSMUST00000232811.1"	"Gm38593"	"-"	"antisense"	"chr17"	68826622	68840579	"ENSMUST00000233019.1"	"Tmem200c"	"+"	"protein_coding"	7386	"opposite"
"chr16"	12704367	12706740	"ENSMUST00000230690.1"	"Gm38619"	"+"	"lincRNA"	"chr16"	12629083	12945935	"ENSMUST00000230696.1"	"4930414F18Rik"	"-"	"lincRNA"	7212	"opposite"
"chr9"	121523574	121530805	"ENSMUST00000216555.1"	"Gm38661"	"+"	"lincRNA"	"chr9"	121515664	121536151	"ENSMUST00000215630.1"	"Gm47095"	"-"	"lincRNA"	7231	"opposite"
"chr7"	30552827	30552904	"ENSMUST00000199248.1"	"Gm38670"	"+"	"miRNA"	"chr7"	30552177	30555440	"ENSMUST00000126989.7"	"Hspb6"	"+"	"protein_coding"	77	"same"
"chr8"	12947940	12948070	"ENSMUST00000200573.1"	"Gm38671"	"+"	"miRNA"	"chr8"	12873826	13019053	"ENSMUST00000095456.9"	"Mcf2l"	"+"	"protein_coding"	130	"same"
"chr6"	48613972	48622357	"ENSMUST00000203998.1"	"Gm38804"	"-"	"antisense"	"chr6"	48602062	48623227	"ENSMUST00000204095.2"	"Zfp775"	"+"	"protein_coding"	8385	"opposite"
"chr7"	15971882	15984654	"ENSMUST00000210035.1"	"Gm38948"	"+"	"lincRNA"	"chr7"	15970671	16047921	"ENSMUST00000210781.1"	"Bicra"	"-"	"protein_coding"	12772	"opposite"
"chr9"	37015757	37020671	"ENSMUST00000176020.1"	"Gm3896"	"+"	"antisense"	"chr9"	36890981	37147407	"ENSMUST00000039674.12"	"Pknox2"	"-"	"protein_coding"	4914	"opposite"
"chr7"	29029022	29030250	"ENSMUST00000207099.1"	"Gm38979"	"+"	"antisense"	"chr7"	29003343	29125151	"ENSMUST00000032813.9"	"Ryr1"	"-"	"protein_coding"	1228	"opposite"
"chr7"	43427685	43428832	"ENSMUST00000239023.1"	"Gm38999"	"+"	"protein_coding"	"chr7"	43427669	43435991	"ENSMUST00000177375.1"	"Lim2"	"+"	"protein_coding"	1147	"same"
"chr7"	78560634	78575232	"ENSMUST00000206774.1"	"Gm39038"	"-"	"sense_intronic"	"chr7"	78175958	78578408	"ENSMUST00000039431.13"	"Ntrk3"	"-"	"protein_coding"	14598	"same"
"chr7"	127691934	127700183	"ENSMUST00000205992.1"	"Gm39090"	"+"	"lincRNA"	"chr7"	127661455	127708785	"ENSMUST00000106282.7"	"Bcl7c"	"-"	"protein_coding"	8859	"opposite"
"chr7"	128182378	128184096	"ENSMUST00000206189.1"	"Gm39091"	"-"	"antisense"	"chr7"	128154375	128205501	"ENSMUST00000106237.9"	"Itgad"	"+"	"protein_coding"	1718	"opposite"
"chr8"	34119010	34120208	"ENSMUST00000210178.1"	"Gm39158"	"-"	"antisense"	"chr8"	34115029	34125182	"ENSMUST00000095345.4"	"Mboat4"	"+"	"protein_coding"	1198	"opposite"
"chr8"	85730815	85765095	"ENSMUST00000210912.1"	"Gm39214"	"+"	"lincRNA"	"chr8"	85717577	85840921	"ENSMUST00000034140.8"	"Itfg1"	"-"	"protein_coding"	34280	"opposite"
"chr8"	108526936	108537126	"ENSMUST00000209663.1"	"Gm39244"	"-"	"lincRNA"	"chr8"	107942643	108961630	"ENSMUST00000220518.1"	"Zfhx3"	"+"	"protein_coding"	10285	"opposite"
"chr8"	122774034	122775423	"ENSMUST00000212881.1"	"Gm39271"	"-"	"bidirectional_promoter_lncRNA"	"chr8"	119910840	124345722	"ENSMUST00000127664.1"	"Galnt2l"	"+"	"protein_coding"	1389	"opposite"
"chr9"	35188662	35193817	"ENSMUST00000214606.1"	"Gm39318"	"+"	"antisense"	"chr9"	35184550	35200291	"ENSMUST00000175765.7"	"Tirap"	"-"	"protein_coding"	5155	"opposite"
"chr9"	44066765	44071468	"ENSMUST00000216448.1"	"Gm39325"	"-"	"antisense"	"chr9"	44066326	44113500	"ENSMUST00000162126.7"	"Gm49380"	"-"	"protein_coding"	4703	"same"
"chr9"	61049008	61055669	"ENSMUST00000217239.1"	"Gm39348"	"-"	"lincRNA"	"chr9"	61032211	61059116	"ENSMUST00000216170.1"	"Gm33699"	"+"	"lincRNA"	6811	"opposite"
"chr9"	83571559	83573289	"ENSMUST00000213703.1"	"Gm39384"	"-"	"lincRNA"	"chr9"	83548326	83638801	"ENSMUST00000188241.6"	"Sh3bgrl2"	"+"	"protein_coding"	1730	"opposite"
"chr11"	78292847	78293956	"ENSMUST00000147795.1"	"Gm3948"	"-"	"antisense"	"chr11"	78290891	78295342	"ENSMUST00000147549.7"	"Rskr"	"+"	"protein_coding"	1109	"opposite"
"chr8"	128745962	128798694	"ENSMUST00000195093.1"	"Gm3952"	"-"	"protein_coding"	"chr8"	128736975	129065512	"ENSMUST00000214889.1"	"Ccdc7a"	"-"	"protein_coding"	52732	"same"
"chr5"	122025329	122029697	"ENSMUST00000198001.1"	"Gm3970"	"+"	"antisense"	"chr5"	121856365	122049851	"ENSMUST00000111752.9"	"Cux2"	"-"	"protein_coding"	4368	"opposite"
"chr3"	137875924	137878126	"ENSMUST00000198291.1"	"Gm40155"	"-"	"antisense"	"chr3"	137867674	137916557	"ENSMUST00000090178.9"	"Dnajb14"	"+"	"protein_coding"	2202	"opposite"
"chr5"	53546350	53547322	"ENSMUST00000202154.1"	"Gm40304"	"-"	"antisense"	"chr5"	53466151	53649390	"ENSMUST00000201991.3"	"Rbpj"	"+"	"protein_coding"	972	"opposite"
"chr10"	15697995	15760012	"ENSMUST00000217765.1"	"Gm40604"	"-"	"lincRNA"	"chr10"	15600226	15780010	"ENSMUST00000219416.1"	"Gm47712"	"+"	"lincRNA"	62017	"opposite"
"chr10"	25298608	25306432	"ENSMUST00000218840.1"	"Gm40617"	"+"	"antisense"	"chr10"	25284023	25307870	"ENSMUST00000176231.1"	"Akap7"	"-"	"protein_coding"	7824	"opposite"
"chr12"	98523843	98526583	"ENSMUST00000220507.1"	"Gm40893"	"+"	"antisense"	"chr12"	98429436	98578310	"ENSMUST00000221240.1"	"Kcnk10"	"-"	"protein_coding"	2740	"opposite"
"chr13"	62097769	62111977	"ENSMUST00000222324.1"	"Gm40977"	"+"	"lincRNA"	"chr13"	62006639	62126102	"ENSMUST00000220886.1"	"Gm48228"	"-"	"lincRNA"	14300	"opposite"
"chr14"	43798447	43800750	"ENSMUST00000228900.1"	"Gm41138"	"-"	"lincRNA"	"chr14"	43766468	43909143	"ENSMUST00000227370.1"	"Gm49965"	"+"	"lincRNA"	2303	"opposite"
"chr14"	45541172	45543567	"ENSMUST00000228455.1"	"Gm41144"	"-"	"lincRNA"	"chr14"	45530357	45544887	"ENSMUST00000228591.1"	"4930527F14Rik"	"+"	"bidirectional_promoter_lncRNA"	2395	"opposite"
"chr5"	14056437	14074157	"ENSMUST00000154338.1"	"Gm4128"	"-"	"antisense"	"chr5"	14025275	14256689	"ENSMUST00000073957.7"	"Sema3e"	"+"	"protein_coding"	17720	"opposite"
"chr15"	36206373	36210705	"ENSMUST00000227302.1"	"Gm41293"	"-"	"antisense"	"chr15"	36179367	36235621	"ENSMUST00000047348.10"	"Spag1"	"+"	"protein_coding"	4332	"opposite"
"chr15"	98934324	98940553	"ENSMUST00000229156.1"	"Gm41396"	"+"	"antisense"	"chr15"	98932136	98953551	"ENSMUST00000134214.2"	"Gm49450"	"-"	"protein_coding"	6229	"opposite"
"chr16"	92154246	92156291	"ENSMUST00000232211.1"	"Gm41495"	"+"	"lincRNA"	"chr16"	92126287	92186528	"ENSMUST00000231220.1"	"Gm41496"	"+"	"lincRNA"	2045	"same"
"chr16"	92154246	92156291	"ENSMUST00000232211.1"	"Gm41495"	"+"	"lincRNA"	"chr16"	92058315	92187341	"ENSMUST00000232677.1"	"Gm49711"	"+"	"protein_coding"	2045	"same"
"chr16"	92126287	92186528	"ENSMUST00000231220.1"	"Gm41496"	"+"	"lincRNA"	"chr16"	92058315	92187341	"ENSMUST00000232677.1"	"Gm49711"	"+"	"protein_coding"	60241	"same"
"chr17"	30848435	30857436	"ENSMUST00000237260.1"	"Gm41561"	"-"	"antisense"	"chr17"	30459501	30923831	"ENSMUST00000235858.1"	"Gm50252"	"-"	"processed_transcript"	9001	"same"
"chr17"	30848435	30857436	"ENSMUST00000237260.1"	"Gm41561"	"-"	"antisense"	"chr17"	30624353	30875264	"ENSMUST00000170651.1"	"Dnah8"	"+"	"protein_coding"	9001	"opposite"
"chr17"	30945892	30952761	"ENSMUST00000236151.1"	"Gm41562"	"+"	"lincRNA"	"chr17"	30920337	30963220	"ENSMUST00000236572.1"	"Gm10503"	"-"	"antisense"	6869	"opposite"
"chr17"	70765838	70805997	"ENSMUST00000233559.1"	"Gm41609"	"-"	"processed_transcript"	"chr17"	69969072	70821413	"ENSMUST00000133983.7"	"Dlgap1"	"+"	"protein_coding"	40221	"opposite"
"chr18"	12647516	12648419	"ENSMUST00000234607.1"	"Gm41668"	"-"	"antisense"	"chr18"	12599925	12737050	"ENSMUST00000169401.7"	"Ttc39c"	"+"	"protein_coding"	903	"opposite"
"chr18"	35874313	35876037	"ENSMUST00000235808.1"	"Gm41693"	"+"	"lincRNA"	"chr18"	35862250	35877311	"ENSMUST00000236587.1"	"Gm50399"	"+"	"lincRNA"	1724	"same"
"chr18"	65349156	65368824	"ENSMUST00000236639.1"	"Gm41757"	"+"	"antisense"	"chr18"	65265528	65394066	"ENSMUST00000035548.15"	"Alpk2"	"-"	"protein_coding"	19668	"opposite"
"chr18"	68098346	68118374	"ENSMUST00000236198.1"	"Gm41764"	"-"	"antisense"	"chr18"	67933256	68255551	"ENSMUST00000063775.4"	"Ldlrad4"	"+"	"protein_coding"	20028	"opposite"
"chr14"	51630272	51635666	"ENSMUST00000170249.1"	"Gm4181"	"-"	"protein_coding"	"chr14"	51552789	51662953	"ENSMUST00000096170.4"	"Gm5622"	"+"	"protein_coding"	5394	"opposite"
"chr8"	121833652	121841178	"ENSMUST00000212899.1"	"Gm42047"	"+"	"lincRNA"	"chr8"	119910840	124345722	"ENSMUST00000127664.1"	"Galnt2l"	"+"	"protein_coding"	7932	"same"
"chr19"	5305877	5307416	"ENSMUST00000235637.1"	"Gm42064"	"-"	"antisense"	"chr19"	5298330	5308738	"ENSMUST00000061169.6"	"Gal3st3"	"+"	"protein_coding"	1542	"opposite"
"chr5"	113145327	113154368	"ENSMUST00000196278.1"	"Gm42161"	"+"	"lincRNA"	"chr5"	113086322	113221236	"ENSMUST00000211733.1"	"2900026A02Rik"	"-"	"protein_coding"	9041	"opposite"
"chr3"	34598518	34602248	"ENSMUST00000199244.1"	"Gm42205"	"-"	"lincRNA"	"chr3"	34104457	34676030	"ENSMUST00000196243.4"	"Sox2ot"	"+"	"processed_transcript"	3730	"opposite"
"chr4"	76451230	76490113	"ENSMUST00000209960.1"	"Gm42303"	"+"	"antisense"	"chr4"	76139381	78211895	"ENSMUST00000107287.8"	"Ptprd"	"-"	"protein_coding"	38883	"opposite"
"chr5"	45434388	45450138	"ENSMUST00000196216.1"	"Gm42413"	"+"	"antisense"	"chr5"	45434052	45450236	"ENSMUST00000015950.11"	"Qdpr"	"-"	"protein_coding"	15750	"opposite"
"chr5"	143928174	143937309	"ENSMUST00000172367.2"	"Gm42421"	"+"	"protein_coding"	"chr5"	143922576	143980991	"ENSMUST00000167009.1"	"Gm17135"	"-"	"antisense"	9135	"opposite"
"chr5"	124237723	124238435	"ENSMUST00000197756.1"	"Gm42425"	"+"	"antisense"	"chr5"	124118689	124249760	"ENSMUST00000162812.7"	"Pitpnm2"	"-"	"protein_coding"	712	"opposite"
"chr5"	3498624	3500072	"ENSMUST00000196630.1"	"Gm42435"	"-"	"antisense"	"chr5"	3343892	3531008	"ENSMUST00000165117.7"	"Cdk6"	"+"	"protein_coding"	1448	"opposite"
"chr5"	131954991	131965007	"ENSMUST00000195931.1"	"Gm42439"	"+"	"antisense"	"chr5"	131437332	132543344	"ENSMUST00000161226.8"	"Auts2"	"-"	"protein_coding"	10016	"opposite"
"chr3"	116631670	116632209	"ENSMUST00000197572.1"	"Gm42457"	"+"	"antisense"	"chr3"	116631163	116662677	"ENSMUST00000029570.8"	"Mfsd14a"	"-"	"protein_coding"	539	"opposite"
"chr3"	94413400	94418286	"ENSMUST00000198041.1"	"Gm42463"	"+"	"sense_intronic"	"chr3"	94413272	94434668	"ENSMUST00000166032.7"	"Tdrkh"	"+"	"protein_coding"	4886	"same"
"chr5"	111593615	111594284	"ENSMUST00000198964.1"	"Gm42489"	"+"	"lincRNA"	"chr5"	111582430	111604932	"ENSMUST00000198458.1"	"C130026L21Rik"	"+"	"lincRNA"	669	"same"
"chr5"	143393688	143397457	"ENSMUST00000198312.1"	"Gm42504"	"-"	"lincRNA"	"chr5"	143390729	143403748	"ENSMUST00000176473.1"	"Gm20635"	"-"	"antisense"	3769	"same"
