"geneChr_Nested"	"geneStart_Nested"	"geneEnd_Nested"	"ENST_Nested"	"SYMBOL_Nested"	"Strand_Nested"	"biotype_Nested"	"geneChr_Host"	"geneStart_Host"	"geneEnd_Host"	"ENST_Host"	"SYMBOL_Host"	"Strand_Host"	"biotype_Host"	"Overlap_size"	"Strandness"	"pairid"
"5938"	"chr3"	49754261	49757117	"ENST00000320431.8_3"	"AMIGO3"	"-"	"protein_coding"	"chr3"	49726976	49758960	"ENST00000457726.5_1"	"RNF123"	"+"	"nonsense_mediated_decay"	2856	"opposite"	"5938_ID"
"5939"	"chrX"	109548647	109550449	"ENST00000418848.1_3"	"AMMECR1-IT1"	"-"	"lncRNA"	"chrX"	109439637	109683461	"ENST00000372057.1_3"	"AMMECR1"	"-"	"protein_coding"	1802	"same"	"5939_ID"
"5940"	"chr3"	49454230	49460026	"ENST00000636587.1_3"	"AMT"	"-"	"retained_intron"	"chr3"	49454209	49466747	"ENST00000638115.1_3"	"AC104452.1"	"-"	"nonsense_mediated_decay"	5908	"same"	"5940_ID"
"5941"	"chr8"	6357171	6420930	"ENST00000325203.9_4"	"ANGPT2"	"-"	"protein_coding"	"chr8"	6264147	6506029	"ENST00000344683.10_3"	"MCPH1"	"+"	"protein_coding"	63778	"opposite"	"5941_ID"
"5942"	"chr1"	178818669	178840212	"ENST00000234816.7_4"	"ANGPTL1"	"-"	"protein_coding"	"chr1"	178694281	178890976	"ENST00000367634.6_2"	"RALGPS2"	"+"	"protein_coding"	21543	"opposite"	"5942_ID"
"5943"	"chr9"	129849626	129884914	"ENST00000373425.8_4"	"ANGPTL2"	"-"	"protein_coding"	"chr9"	129677060	129985445	"ENST00000259351.10_4"	"RALGPS1"	"+"	"protein_coding"	35288	"opposite"	"5943_ID"
"5944"	"chr1"	63063190	63071984	"ENST00000371129.4_2"	"ANGPTL3"	"+"	"protein_coding"	"chr1"	62920396	63154057	"ENST00000635253.2_4"	"DOCK7"	"-"	"protein_coding"	8794	"opposite"	"5944_ID"
"5945"	"chr1"	11249411	11256038	"ENST00000376819.4_2"	"ANGPTL7"	"+"	"protein_coding"	"chr1"	11166591	11322608	"ENST00000361445.9_5"	"MTOR"	"-"	"protein_coding"	6627	"opposite"	"5945_ID"
"5946"	"chr19"	11348125	11352619	"ENST00000616433.4_2"	"ANGPTL8"	"+"	"protein_coding"	"chr19"	11309970	11373200	"ENST00000294618.12_4"	"DOCK6"	"-"	"protein_coding"	4494	"opposite"	"5946_ID"
"5947"	"chr4"	113900745	113993118	"ENST00000508959.1_3"	"ANK2-AS1"	"-"	"lncRNA"	"chr4"	113739208	114305377	"ENST00000672955.1_3"	"ANK2"	"+"	"protein_coding"	98691	"opposite"	"5947_ID"
"5948"	"chr13"	111546985	111551519	"ENST00000426991.2_4"	"ANKRD10-IT1"	"-"	"lncRNA"	"chr13"	111530886	111567416	"ENST00000267339.6_4"	"ANKRD10"	"-"	"protein_coding"	4534	"same"	"5948_ID"
"5949"	"chr17"	27916800	27941779	"ENST00000487527.5_1"	"ANKRD13B"	"+"	"retained_intron"	"chr17"	27887564	28034108	"ENST00000581474.1_1"	"ABHD15-AS1"	"+"	"lncRNA"	24993	"same"	"5949_ID"
"5950"	"chr5"	10627371	10628337	"ENST00000506304.1_3"	"ANKRD33B-AS1"	"-"	"lncRNA"	"chr5"	10564181	10657928	"ENST00000296657.7_2"	"ANKRD33B"	"+"	"protein_coding"	966	"opposite"	"5950_ID"
"5951"	"chr1"	145470514	145475647	"ENST00000606888.3_3"	"ANKRD34A"	"+"	"protein_coding"	"chr1"	145457275	145507835	"ENST00000625258.1_4"	"AC243547.3"	"-"	"protein_coding"	5133	"opposite"	"5951_ID"
"5952"	"chr2"	198062714	198063997	"ENST00000449346.1_1"	"ANKRD44-AS1"	"+"	"lncRNA"	"chr2"	197851385	198175504	"ENST00000282272.15_5"	"ANKRD44"	"-"	"protein_coding"	1283	"opposite"	"5952_ID"
"5953"	"chr2"	198115581	198167243	"ENST00000428191.1_3"	"ANKRD44-IT1"	"-"	"lncRNA"	"chr2"	197851385	198175504	"ENST00000282272.15_5"	"ANKRD44"	"-"	"protein_coding"	51662	"same"	"5953_ID"
"5954"	"chr2"	71205509	71212629	"ENST00000272421.10_2"	"ANKRD53"	"+"	"protein_coding"	"chr2"	71166447	71222466	"ENST00000606025.5_5"	"AC007040.2"	"-"	"protein_coding"	7120	"opposite"	"5954_ID"
"5955"	"chr7"	6071006	6076183	"ENST00000409061.2_2"	"ANKRD61"	"+"	"protein_coding"	"chr7"	6061877	6098806	"ENST00000199389.11_4"	"EIF2AK1"	"-"	"protein_coding"	5177	"opposite"	"5955_ID"
"5956"	"chr15"	40573644	40574787	"ENST00000434396.1_3"	"ANKRD63"	"-"	"protein_coding"	"chr15"	40570376	40581773	"ENST00000560009.1_3"	"PLCB2"	"-"	"retained_intron"	1143	"same"	"5956_ID"
"5957"	"chr11"	70033893	70034615	"ENST00000524987.1_3"	"ANO1-AS1"	"-"	"lncRNA"	"chr11"	69924407	70035634	"ENST00000355303.9_3"	"ANO1"	"+"	"protein_coding"	722	"opposite"	"5957_ID"
"5958"	"chr11"	26307124	26352836	"ENST00000524858.2_5"	"ANO3-AS1"	"-"	"lncRNA"	"chr11"	26210388	26684835	"ENST00000672621.1_1"	"ANO3"	"+"	"protein_coding"	45712	"opposite"	"5958_ID"
"5959"	"chr5"	43039334	43043272	"ENST00000314890.3_3"	"ANXA2R"	"-"	"protein_coding"	"chr5"	43014832	43067554	"ENST00000503152.2_4"	"AC025171.1"	"-"	"lncRNA"	4090	"same"	"5959_ID"
"5960"	"chr7"	36637439	36639726	"ENST00000449672.1_3"	"AOAH-IT1"	"-"	"lncRNA"	"chr7"	36552556	36764154	"ENST00000612871.4_5"	"AOAH"	"-"	"protein_coding"	2287	"same"	"5960_ID"
"5961"	"chr21"	26310744	26365129	"ENST00000444178.1_3"	"AP000146.1"	"-"	"lncRNA"	"chr21"	26212863	26430059	"ENST00000441009.1_1"	"LINC01692"	"+"	"lncRNA"	54385	"opposite"	"5961_ID"
"5962"	"chr21"	27018424	27026983	"ENST00000659278.1_3"	"AP000224.1"	"-"	"lncRNA"	"chr21"	27011569	27089874	"ENST00000480456.6_3"	"JAM2"	"+"	"protein_coding"	8559	"opposite"	"5962_ID"
"5963"	"chr21"	31029725	31030151	"ENST00000608759.1_1"	"AP000238.1"	"+"	"lncRNA"	"chr21"	30909253	31312340	"ENST00000399914.5_5"	"GRIK1"	"-"	"protein_coding"	426	"opposite"	"5963_ID"
"5964"	"chr21"	30731322	30731774	"ENST00000609910.1_1"	"AP000240.1"	"+"	"lncRNA"	"chr21"	30723954	30734215	"ENST00000504298.1_1"	"BACH1-IT1"	"+"	"lncRNA"	452	"same"	"5964_ID"
"5965"	"chr21"	30731322	30731774	"ENST00000609910.1_1"	"AP000240.1"	"+"	"lncRNA"	"chr21"	30699449	31003071	"ENST00000422809.5_1"	"BACH1"	"+"	"protein_coding"	452	"same"	"5965_ID"
"5966"	"chr21"	32720050	32731472	"ENST00000653041.1_1"	"AP000248.1"	"+"	"lncRNA"	"chr21"	32490733	32931290	"ENST00000286827.7_3"	"TIAM1"	"-"	"protein_coding"	11422	"opposite"	"5966_ID"
"5967"	"chr21"	33039040	33039560	"ENST00000609934.1_1"	"AP000254.2"	"-"	"lncRNA"	"chr21"	33031978	33041244	"ENST00000389995.4_2"	"SOD1"	"+"	"protein_coding"	520	"opposite"	"5967_ID"
"5968"	"chr21"	33524216	33524320	"ENST00000581586.1"	"AP000261.1"	"+"	"miRNA"	"chr21"	33452628	33570125	"ENST00000414877.1_3"	"LINC00159"	"-"	"lncRNA"	104	"opposite"	"5968_ID"
"5969"	"chr21"	34216676	34222244	"ENST00000427911.1_3"	"AP000281.2"	"-"	"lncRNA"	"chr21"	34144514	34309557	"ENST00000650763.1_1"	"C21orf62-AS1"	"+"	"lncRNA"	5568	"opposite"	"5969_ID"
"5970"	"chr21"	34836772	34836865	"ENST00000581654.1"	"AP000301.1"	"+"	"miRNA"	"chr21"	34804625	34851655	"ENST00000421802.1_3"	"IFNGR2"	"+"	"protein_coding"	93	"same"	"5970_ID"
"5971"	"chr21"	34836772	34836865	"ENST00000581654.1"	"AP000301.1"	"+"	"miRNA"	"chr21"	34804791	34852250	"ENST00000420455.5_3"	"TMEM50B"	"-"	"nonsense_mediated_decay"	93	"opposite"	"5971_ID"
"5972"	"chr21"	34947430	34947645	"ENST00000595468.1"	"AP000304.1"	"-"	"protein_coding"	"chr21"	34931847	34950669	"ENST00000439593.1_6"	"DONSON"	"-"	"nonsense_mediated_decay"	215	"same"	"5972_ID"
"5973"	"chr21"	34947430	34947645	"ENST00000595468.1"	"AP000304.1"	"-"	"protein_coding"	"chr21"	34915343	34949787	"ENST00000356577.10_7"	"SON"	"+"	"protein_coding"	215	"opposite"	"5973_ID"
"5974"	"chr21"	35577355	35697334	"ENST00000427022.1_1"	"AP000317.1"	"+"	"lncRNA"	"chr21"	35445891	35732332	"ENST00000362077.4_1"	"AP000317.2"	"+"	"lncRNA"	119979	"same"	"5974_ID"
"5975"	"chr21"	35677429	35677493	"ENST00000582110.1"	"AP000318.1"	"+"	"miRNA"	"chr21"	35577355	35697334	"ENST00000427022.1_1"	"AP000317.1"	"+"	"lncRNA"	64	"same"	"5975_ID"
"5976"	"chr21"	35677429	35677493	"ENST00000582110.1"	"AP000318.1"	"+"	"miRNA"	"chr21"	35445891	35732332	"ENST00000362077.4_1"	"AP000317.2"	"+"	"lncRNA"	64	"same"	"5976_ID"
"5977"	"chr21"	35784497	35784885	"ENST00000608665.1_1"	"AP000322.2"	"+"	"lncRNA"	"chr21"	35748355	35789259	"ENST00000652570.1_1"	"SMIM11A"	"+"	"nonsense_mediated_decay"	388	"same"	"5977_ID"
"5978"	"chr21"	36208582	36257179	"ENST00000651798.1_1"	"AP000331.1"	"+"	"lncRNA"	"chr21"	36160097	36421641	"ENST00000300305.7_4"	"RUNX1"	"-"	"protein_coding"	48597	"opposite"	"5978_ID"
"5979"	"chr22"	24207434	24215464	"ENST00000624923.1_1"	"AP000350.8"	"-"	"lncRNA"	"chr22"	24204374	24237410	"ENST00000433835.3_4"	"AP000350.4"	"+"	"protein_coding"	8030	"opposite"	"5979_ID"
"5980"	"chr22"	24207434	24215464	"ENST00000624923.1_1"	"AP000350.8"	"-"	"lncRNA"	"chr22"	24198889	24228496	"ENST00000345044.10_1"	"SLC2A11"	"+"	"protein_coding"	8030	"opposite"	"5980_ID"
"5981"	"chr22"	24912475	24914354	"ENST00000432032.1_1"	"AP000355.1"	"+"	"lncRNA"	"chr22"	24891299	24924358	"ENST00000326010.10_2"	"UPB1"	"+"	"protein_coding"	1879	"same"	"5981_ID"
"5982"	"chr22"	24994020	24995365	"ENST00000438893.2_1"	"AP000356.1"	"+"	"lncRNA"	"chr22"	24951974	25024954	"ENST00000652248.1_3"	"AP000356.5"	"+"	"nonsense_mediated_decay"	1345	"same"	"5982_ID"
"5983"	"chr22"	24994020	24995365	"ENST00000438893.2_1"	"AP000356.1"	"+"	"lncRNA"	"chr22"	24990780	25011074	"ENST00000411974.5_6"	"GGT1"	"+"	"protein_coding"	1345	"same"	"5983_ID"
"5984"	"chr21"	26258989	26275070	"ENST00000446404.1_3"	"AP000402.1"	"-"	"lncRNA"	"chr21"	26212863	26430059	"ENST00000441009.1_1"	"LINC01692"	"+"	"lncRNA"	16081	"opposite"	"5984_ID"
"5985"	"chr8"	101504755	101505941	"ENST00000523784.1_1"	"AP000424.2"	"+"	"lncRNA"	"chr8"	101487897	101513376	"ENST00000665530.1_1"	"AP000424.1"	"+"	"lncRNA"	1186	"same"	"5985_ID"
"5986"	"chr8"	102698774	102701321	"ENST00000518749.1_1"	"AP000426.1"	"+"	"lncRNA"	"chr8"	102698770	103137135	"ENST00000395923.5_3"	"NCALD"	"-"	"protein_coding"	2547	"opposite"	"5986_ID"
"5987"	"chr11"	62677017	62685833	"ENST00000543624.1_1"	"AP000438.1"	"+"	"lncRNA"	"chr11"	62676150	62688835	"ENST00000306960.4_5"	"CHRM1"	"-"	"protein_coding"	8816	"opposite"	"5987_ID"
"5988"	"chr11"	58433273	58433366	"ENST00000578530.1"	"AP000445.3"	"+"	"miRNA"	"chr11"	58407898	58480322	"ENST00000586098.1_5"	"GLYAT"	"-"	"protein_coding"	93	"opposite"	"5988_ID"
"5989"	"chr11"	115234347	115248649	"ENST00000535704.1_1"	"AP000462.1"	"+"	"lncRNA"	"chr11"	115039955	115375241	"ENST00000537140.5_3"	"CADM1"	"-"	"processed_transcript"	14302	"opposite"	"5989_ID"
"5990"	"chr11"	115267473	115268376	"ENST00000543182.1_1"	"AP000462.2"	"+"	"lncRNA"	"chr11"	115039955	115375241	"ENST00000537140.5_3"	"CADM1"	"-"	"processed_transcript"	903	"opposite"	"5990_ID"
"5991"	"chr11"	115204295	115210981	"ENST00000545593.1_1"	"AP000462.3"	"+"	"lncRNA"	"chr11"	115039955	115375241	"ENST00000537140.5_3"	"CADM1"	"-"	"processed_transcript"	6686	"opposite"	"5991_ID"
"5992"	"chr11"	115203247	115204137	"ENST00000661109.1_3"	"AP000465.1"	"-"	"lncRNA"	"chr11"	115039955	115375241	"ENST00000537140.5_3"	"CADM1"	"-"	"processed_transcript"	890	"same"	"5992_ID"
"5993"	"chr21"	47746201	47746405	"ENST00000652508.1_1"	"AP000471.1"	"+"	"protein_coding"	"chr21"	47744069	47865682	"ENST00000359568.10_3"	"PCNT"	"+"	"protein_coding"	204	"same"	"5993_ID"
"5994"	"chr21"	25415571	25422601	"ENST00000434859.1_1"	"AP000477.1"	"+"	"lncRNA"	"chr21"	25354959	25486665	"ENST00000668921.1_2"	"AP000477.3"	"-"	"lncRNA"	7030	"opposite"	"5994_ID"
"5995"	"chr11"	70204303	70204783	"ENST00000324630.5_3"	"AP000487.2"	"-"	"lncRNA"	"chr11"	70128472	70209474	"ENST00000528607.1_3"	"AP002336.2"	"-"	"lncRNA"	480	"same"	"5995_ID"
"5996"	"chr11"	70204303	70204783	"ENST00000324630.5_3"	"AP000487.2"	"-"	"lncRNA"	"chr11"	70116795	70230502	"ENST00000253925.12_3"	"PPFIA1"	"+"	"protein_coding"	480	"opposite"	"5996_ID"
"5997"	"chr22"	17079606	17079694	"ENST00000408157.1"	"AP000547.1"	"-"	"miRNA"	"chr22"	17073784	17081000	"ENST00000656324.1_1"	"AP000547.4"	"+"	"lncRNA"	88	"opposite"	"5997_ID"
"5998"	"chr22"	21532180	21534164	"ENST00000417463.1_3"	"AP000550.2"	"-"	"lncRNA"	"chr22"	21522046	21546445	"ENST00000451257.5_1"	"FAM230B"	"+"	"lncRNA"	1984	"opposite"	"5998_ID"
"5999"	"chr22"	21667208	21669193	"ENST00000434730.1_1"	"AP000552.2"	"+"	"lncRNA"	"chr22"	21655278	21679331	"ENST00000447720.5_3"	"FAM230H"	"-"	"lncRNA"	1985	"opposite"	"5999_ID"
"6000"	"chr22"	22016222	22016652	"ENST00000610143.1_1"	"AP000553.2"	"+"	"lncRNA"	"chr22"	22006558	22024526	"ENST00000498589.1_3"	"AP000553.1"	"+"	"lncRNA"	430	"same"	"6000_ID"
"6001"	"chr22"	22067049	22068302	"ENST00000662004.1_3"	"AP000553.9"	"+"	"lncRNA"	"chr22"	22051824	22090083	"ENST00000339468.8_4"	"YPEL1"	"-"	"protein_coding"	1253	"opposite"	"6001_ID"
"6002"	"chr11"	74464518	74464629	"ENST00000580820.1"	"AP000560.1"	"-"	"miRNA"	"chr11"	74459893	74553458	"ENST00000299563.5_2"	"RNF169"	"+"	"protein_coding"	111	"opposite"	"6002_ID"
"6003"	"chr21"	35339402	35340874	"ENST00000607953.1_3"	"AP000569.1"	"-"	"lncRNA"	"chr21"	35287837	35341887	"ENST00000596365.5_1"	"LINC00649"	"+"	"lncRNA"	1472	"opposite"	"6003_ID"
"6004"	"chr11"	72013182	72014009	"ENST00000546065.1_1"	"AP000593.3"	"+"	"lncRNA"	"chr11"	71996538	72145575	"ENST00000294053.9_6"	"CLPB"	"-"	"protein_coding"	827	"opposite"	"6004_ID"
"6005"	"chr11"	59520050	59522191	"ENST00000648249.1_3"	"AP000640.1"	"-"	"lncRNA"	"chr11"	59480928	59570181	"ENST00000641815.1_1"	"STX3"	"+"	"protein_coding"	2398	"opposite"	"6005_ID"
"6006"	"chr11"	86544109	86548657	"ENST00000602510.1_1"	"AP000654.1"	"+"	"lncRNA"	"chr11"	86511562	86663952	"ENST00000533902.2_1"	"PRSS23"	"+"	"protein_coding"	4548	"same"	"6006_ID"
"6007"	"chr11"	105804679	105804760	"ENST00000583628.1"	"AP000673.1"	"+"	"miRNA"	"chr11"	105480799	105852819	"ENST00000393127.6_5"	"GRIA4"	"+"	"protein_coding"	81	"same"	"6007_ID"
"6008"	"chr11"	120039684	120042387	"ENST00000319763.1_1"	"AP000679.1"	"+"	"lncRNA"	"chr11"	120008472	120056131	"ENST00000532833.1_4"	"TRIM29"	"-"	"protein_coding"	2703	"opposite"	"6008_ID"
"6009"	"chr21"	37477178	37481988	"ENST00000422473.1_1"	"AP000688.2"	"+"	"lncRNA"	"chr21"	37441939	37498938	"ENST00000535199.5_3"	"AP000688.1"	"-"	"lncRNA"	4810	"opposite"	"6009_ID"
"6010"	"chr21"	37455156	37462712	"ENST00000445464.1_1"	"AP000688.3"	"+"	"lncRNA"	"chr21"	37441939	37498938	"ENST00000535199.5_3"	"AP000688.1"	"-"	"lncRNA"	7556	"opposite"	"6010_ID"
"6011"	"chr21"	37732927	37734338	"ENST00000397184.2_1"	"AP000692.1"	"+"	"lncRNA"	"chr21"	37692494	37748930	"ENST00000400485.6_3"	"MORC3"	"+"	"protein_coding"	1411	"same"	"6011_ID"
"6012"	"chr21"	37898577	37915153	"ENST00000478313.1_2"	"AP000696.2"	"-"	"lncRNA"	"chr21"	37832918	37948867	"ENST00000342108.2_3"	"CLDN14"	"-"	"protein_coding"	16576	"same"	"6012_ID"
"6013"	"chr21"	38338784	38347464	"ENST00000637940.2_2"	"AP000704.1"	"+"	"lncRNA"	"chr21"	38123188	38362536	"ENST00000336648.8_3"	"HLCS"	"-"	"protein_coding"	8704	"opposite"	"6013_ID"
"6014"	"chr11"	125365109	125369424	"ENST00000527818.1_1"	"AP000708.1"	"+"	"lncRNA"	"chr11"	125312776	125462405	"ENST00000648911.1_4"	"FEZ1"	"-"	"protein_coding"	4315	"opposite"	"6014_ID"
"6015"	"chr11"	71616152	71616240	"ENST00000583110.1"	"AP000719.1"	"+"	"miRNA"	"chr11"	71576554	71630003	"ENST00000532852.5_6"	"AP002495.1"	"-"	"protein_coding"	88	"opposite"	"6015_ID"
"6016"	"chr11"	63803441	63871125	"ENST00000537170.1_1"	"AP000721.2"	"+"	"lncRNA"	"chr11"	63766029	63933585	"ENST00000255681.7_4"	"MACROD1"	"-"	"protein_coding"	67684	"opposite"	"6016_ID"
"6017"	"chr11"	92133356	92141342	"ENST00000531176.1_3"	"AP000722.1"	"-"	"lncRNA"	"chr11"	92085261	92629618	"ENST00000409404.6_1"	"FAT3"	"+"	"protein_coding"	7986	"opposite"	"6017_ID"
"6018"	"chr11"	63405148	63426434	"ENST00000540307.1_1"	"AP000753.2"	"+"	"lncRNA"	"chr11"	63391558	63438848	"ENST00000398868.8_5"	"ATL3"	"-"	"protein_coding"	21286	"opposite"	"6018_ID"
"6019"	"chr11"	122165645	122172471	"ENST00000527100.1_3"	"AP000755.1"	"-"	"lncRNA"	"chr11"	122025462	122427429	"ENST00000533109.6_4"	"MIR100HG"	"-"	"lncRNA"	6826	"same"	"6019_ID"
"6020"	"chr11"	122165897	122178727	"ENST00000526777.1_5"	"AP000755.2"	"+"	"lncRNA"	"chr11"	122025462	122427429	"ENST00000533109.6_4"	"MIR100HG"	"-"	"lncRNA"	12830	"opposite"	"6020_ID"
"6021"	"chr11"	117704624	117709657	"ENST00000581173.2_1"	"AP000757.1"	"+"	"lncRNA"	"chr11"	117690877	117747382	"ENST00000532984.1_5"	"FXYD6-FXYD2"	"-"	"protein_coding"	5224	"opposite"	"6021_ID"
"6022"	"chr11"	117689157	117692707	"ENST00000531850.2_1"	"AP000757.2"	"+"	"lncRNA"	"chr11"	117672444	117698783	"ENST00000532119.5_5"	"FXYD2"	"-"	"protein_coding"	3550	"opposite"	"6022_ID"
"6023"	"chr11"	73116341	73121727	"ENST00000536855.1_1"	"AP000763.3"	"+"	"lncRNA"	"chr11"	73111531	73309234	"ENST00000064778.8_4"	"FAM168A"	"-"	"protein_coding"	5386	"opposite"	"6023_ID"
"6024"	"chr11"	73106603	73107481	"ENST00000544674.1_3"	"AP000763.4"	"-"	"lncRNA"	"chr11"	73087443	73108519	"ENST00000064780.7_2"	"RELT"	"+"	"protein_coding"	878	"opposite"	"6024_ID"
"6025"	"chr11"	94149875	94149927	"ENST00000582258.1"	"AP000765.1"	"+"	"miRNA"	"chr11"	94148735	94227010	"ENST00000323929.8_5"	"MRE11"	"-"	"protein_coding"	52	"opposite"	"6025_ID"
"6026"	"chr11"	65265480	65265876	"ENST00000602344.1_1"	"AP000769.2"	"-"	"lncRNA"	"chr11"	65265158	65273902	"ENST00000619449.2_2"	"MALAT1"	"+"	"lncRNA"	396	"opposite"	"6026_ID"
"6027"	"chr11"	95825537	95870991	"ENST00000648443.1_1"	"AP000779.1"	"+"	"lncRNA"	"chr11"	95709761	96076359	"ENST00000524717.6_4"	"MAML2"	"-"	"protein_coding"	45454	"opposite"	"6027_ID"
"6028"	"chr11"	75901768	75906115	"ENST00000527314.1_1"	"AP000785.1"	"+"	"lncRNA"	"chr11"	75897368	75917546	"ENST00000322563.8_4"	"WNT11"	"-"	"protein_coding"	4347	"opposite"	"6028_ID"
"6029"	"chr11"	94206073	94206736	"ENST00000541092.1_3"	"AP000786.1"	"-"	"lncRNA"	"chr11"	94148735	94227010	"ENST00000323929.8_5"	"MRE11"	"-"	"protein_coding"	663	"same"	"6029_ID"
"6030"	"chr11"	82314570	82354481	"ENST00000661021.1_3"	"AP000793.1"	"-"	"lncRNA"	"chr11"	81811234	82429124	"ENST00000532217.1_4"	"MIR4300HG"	"-"	"lncRNA"	39917	"same"	"6030_ID"
"6031"	"chr11"	68273550	68273634	"ENST00000390804.1"	"AP000807.1"	"-"	"miRNA"	"chr11"	68228219	68382802	"ENST00000265637.8_4"	"PPP6R3"	"+"	"protein_coding"	84	"opposite"	"6031_ID"
"6032"	"chr11"	68273039	68273119	"ENST00000410407.1"	"AP000807.2"	"-"	"miRNA"	"chr11"	68228219	68382802	"ENST00000265637.8_4"	"PPP6R3"	"+"	"protein_coding"	80	"opposite"	"6032_ID"
"6033"	"chr11"	71816969	71820375	"ENST00000541899.2_2"	"AP000812.3"	"+"	"protein_coding"	"chr11"	71791376	71821823	"ENST00000307198.11_3"	"AP000812.4"	"+"	"protein_coding"	3406	"same"	"6033_ID"
"6034"	"chr11"	95431249	95433787	"ENST00000545912.1_1"	"AP000820.1"	"+"	"lncRNA"	"chr11"	95304203	95481879	"ENST00000648353.1_1"	"AP000820.2"	"+"	"lncRNA"	2538	"same"	"6034_ID"
"6035"	"chr11"	125810390	125811088	"ENST00000524467.1_1"	"AP000842.1"	"-"	"lncRNA"	"chr11"	125773242	125813579	"ENST00000637851.1_1"	"DDX25"	"+"	"nonsense_mediated_decay"	698	"opposite"	"6035_ID"
"6036"	"chr11"	131850989	131854555	"ENST00000446631.2_3"	"AP000844.1"	"-"	"lncRNA"	"chr11"	131240372	132206716	"ENST00000374791.7_1"	"NTM"	"+"	"protein_coding"	3566	"opposite"	"6036_ID"
"6037"	"chr11"	131747573	131767002	"ENST00000419440.1_3"	"AP000844.2"	"-"	"lncRNA"	"chr11"	131240372	132206716	"ENST00000374791.7_1"	"NTM"	"+"	"protein_coding"	19429	"opposite"	"6037_ID"
"6038"	"chr11"	84647732	84666749	"ENST00000532123.1_1"	"AP000857.2"	"+"	"lncRNA"	"chr11"	83168961	85338314	"ENST00000376104.6_6"	"DLG2"	"-"	"protein_coding"	19017	"opposite"	"6038_ID"
"6039"	"chr18"	8801653	8802303	"ENST00000609424.1_1"	"AP000864.1"	"+"	"lncRNA"	"chr18"	8707408	8832775	"ENST00000517570.5_3"	"MTCL1"	"+"	"protein_coding"	650	"same"	"6039_ID"
"6040"	"chr11"	124614529	124616233	"ENST00000531241.1_3"	"AP000866.5"	"-"	"lncRNA"	"chr11"	124609837	124617106	"ENST00000284292.11_2"	"NRGN"	"+"	"protein_coding"	1704	"opposite"	"6040_ID"
"6041"	"chr11"	124659135	124662714	"ENST00000638898.1_1"	"AP000866.6"	"-"	"lncRNA"	"chr11"	124636393	124670602	"ENST00000674284.1_2"	"MSANTD2"	"-"	"protein_coding"	3579	"same"	"6041_ID"
"6042"	"chr11"	82920472	82924421	"ENST00000531869.1_3"	"AP000873.3"	"-"	"lncRNA"	"chr11"	82904917	82967141	"ENST00000260047.10_3"	"ANKRD42"	"+"	"protein_coding"	3949	"opposite"	"6042_ID"
"6043"	"chr11"	82891185	82895562	"ENST00000528133.1_1"	"AP000873.4"	"+"	"lncRNA"	"chr11"	82868029	82898493	"ENST00000298281.8_1"	"PCF11"	"+"	"protein_coding"	4377	"same"	"6043_ID"
"6044"	"chr11"	69975402	69995729	"ENST00000530525.1_1"	"AP000879.2"	"+"	"lncRNA"	"chr11"	69924407	70035634	"ENST00000355303.9_3"	"ANO1"	"+"	"protein_coding"	20327	"same"	"6044_ID"
"6045"	"chr11"	117187077	117198754	"ENST00000504906.1_3"	"AP000892.1"	"-"	"lncRNA"	"chr11"	117185272	117222658	"ENST00000525734.5_6"	"CEP164"	"+"	"protein_coding"	11677	"opposite"	"6045_ID"
"6046"	"chr11"	117167720	117168044	"ENST00000613535.1_1"	"AP000892.3"	"-"	"lncRNA"	"chr11"	117155922	117186972	"ENST00000313005.10_3"	"BACE1"	"-"	"protein_coding"	324	"same"	"6046_ID"
"6047"	"chr18"	902766	906668	"ENST00000581719.2_1"	"AP000894.2"	"-"	"lncRNA"	"chr18"	894435	907681	"ENST00000582554.1_3"	"AP000894.3"	"-"	"lncRNA"	3902	"same"	"6047_ID"
"6048"	"chr18"	7814115	7815728	"ENST00000584036.1_1"	"AP000897.1"	"+"	"lncRNA"	"chr18"	7566779	8406859	"ENST00000332175.12_2"	"PTPRM"	"+"	"protein_coding"	77620	"same"	"6048_ID"
"6049"	"chr18"	7741307	7749441	"ENST00000579509.1_3"	"AP000897.2"	"-"	"lncRNA"	"chr18"	7566779	8406859	"ENST00000332175.12_2"	"PTPRM"	"+"	"protein_coding"	13522	"opposite"	"6049_ID"
"6050"	"chr11"	111886030	111886848	"ENST00000530733.1_1"	"AP000907.2"	"+"	"lncRNA"	"chr11"	111808066	111893377	"ENST00000440460.7_2"	"DIXDC1"	"+"	"protein_coding"	818	"same"	"6050_ID"
"6051"	"chr11"	113957532	113957651	"ENST00000408185.1"	"AP000908.1"	"-"	"miRNA"	"chr11"	113930432	114127487	"ENST00000335953.9_2"	"ZBTB16"	"+"	"protein_coding"	119	"opposite"	"6051_ID"
"6052"	"chr18"	423743	424416	"ENST00000582120.1_3"	"AP000915.2"	"-"	"lncRNA"	"chr18"	316736	500701	"ENST00000400256.5_5"	"COLEC12"	"-"	"protein_coding"	673	"same"	"6052_ID"
"6053"	"chr18"	2948338	2960754	"ENST00000584431.1_1"	"AP000919.1"	"+"	"lncRNA"	"chr18"	2916996	3013142	"ENST00000677752.1_1"	"LPIN2"	"-"	"protein_coding"	12519	"opposite"	"6053_ID"
