"ENST_Nested"	"ENST_Host"	"geneChr_Nested"	"geneStart_Nested"	"geneEnd_Nested"	"SYMBOL_Nested"	"Strand_Nested"	"biotype_Nested"	"geneChr_Host"	"geneStart_Host"	"geneEnd_Host"	"SYMBOL_Host"	"Strand_Host"	"biotype_Host"	"Overlap_size"	"Strandness"	"pairid"	"Host_mouse_ortholog"	"Nested_mouse_ortholog"
"5655"	"ENST00000452633.5"	"ENST00000490848.5"	"chr15"	42129972	42140345	"PLA2G4B"	"+"	"protein_coding"	"chr15"	42120292	42140353	"JMJD7-PLA2G4B"	"+"	"retained_intron"	10373	"same"	"9569_ID"	"Gm28042"	"Pla2g4b"
"5656"	"ENST00000452633.5"	"ENST00000490848.5"	"chr15"	42129972	42140345	"PLA2G4B"	"+"	"protein_coding"	"chr15"	42120292	42140353	"JMJD7-PLA2G4B"	"+"	"retained_intron"	10373	"same"	"9569_ID"	"Pla2g4b"	"Gm28042"
"5657"	"ENST00000452633.5"	"ENST00000490848.5"	"chr15"	42129972	42140345	"PLA2G4B"	"+"	"protein_coding"	"chr15"	42120292	42140353	"JMJD7-PLA2G4B"	"+"	"retained_intron"	10373	"same"	"9569_ID"	"Pla2g4b"	"Pla2g4b"
"5806"	"ENST00000456530.7"	"ENST00000421515.6"	"chr3"	23958629	23965865	"RPL15"	"+"	"protein_coding"	"chr3"	23933554	23988082	"NKIRAS1"	"-"	"protein_coding"	7784	"opposite"	"11952_ID"	"Nkiras1"	"Rpl15"
"5847"	"ENST00000457326.3"	"ENST00000262134.10"	"chr16"	55600595	55601599	"CAPNS2"	"+"	"protein_coding"	"chr16"	55542983	55620578	"LPCAT2"	"+"	"protein_coding"	1004	"same"	"6550_ID"	"Lpcat2"	"Capns2"
"5870"	"ENST00000458128.3"	"ENST00000644362.1"	"chrX"	77223445	77225135	"PGAM4"	"-"	"protein_coding"	"chrX"	77166235	77382446	"PGK1"	"+"	"protein_coding"	1690	"opposite"	"9541_ID"	"Pgk1"	"Pgam1"
"5891"	"ENST00000458694.6"	"ENST00000456057.5"	"chr6"	41748519	41755190	"PRICKLE4"	"+"	"protein_coding"	"chr6"	41748086	41757879	"AL365205.1"	"+"	"nonsense_mediated_decay"	6671	"same"	"9631_ID"	"Gm21981"	"Prickle4"
"5892"	"ENST00000458694.6"	"ENST00000456057.5"	"chr6"	41748519	41755190	"PRICKLE4"	"+"	"protein_coding"	"chr6"	41748086	41757879	"AL365205.1"	"+"	"nonsense_mediated_decay"	6671	"same"	"9631_ID"	"Gm21981"	"Gm21981"
"5893"	"ENST00000458694.6"	"ENST00000456057.5"	"chr6"	41748519	41755190	"PRICKLE4"	"+"	"protein_coding"	"chr6"	41748086	41757879	"AL365205.1"	"+"	"nonsense_mediated_decay"	6671	"same"	"9631_ID"	"Prickle4"	"Prickle4"
"5894"	"ENST00000458694.6"	"ENST00000456057.5"	"chr6"	41748519	41755190	"PRICKLE4"	"+"	"protein_coding"	"chr6"	41748086	41757879	"AL365205.1"	"+"	"nonsense_mediated_decay"	6671	"same"	"9631_ID"	"Prickle4"	"Gm21981"
"5898"	"ENST00000458770.1"	"ENST00000428358.5"	"chr19"	10220432	10220511	"SNORD105B"	"+"	"snoRNA"	"chr19"	10216898	10225456	"PPAN-P2RY11"	"+"	"protein_coding"	79	"same"	"12228_ID"	"Ppan"	"Gm23008"
"5899"	"ENST00000458770.1"	"ENST00000253107.12"	"chr19"	10220432	10220511	"SNORD105B"	"+"	"snoRNA"	"chr19"	10217037	10222688	"PPAN"	"+"	"protein_coding"	79	"same"	"12227_ID"	"Ppan"	"Gm23008"
"5901"	"ENST00000458790.1"	"ENST00000507810.5"	"chr5"	111497181	111497314	"SNORA13"	"+"	"snoRNA"	"chr5"	111478137	111564475	"EPB41L4A"	"-"	"processed_transcript"	133	"opposite"	"12156_ID"	"Epb41l4a"	""
"5902"	"ENST00000458790.1"	"ENST00000507810.5"	"chr5"	111497181	111497314	"SNORA13"	"+"	"snoRNA"	"chr5"	111478137	111564475	"EPB41L4A"	"-"	"processed_transcript"	133	"opposite"	"12156_ID"	"Epb41l4a"	"Gm25636"
"5920"	"ENST00000458841.1"	"ENST00000280346.11"	"chr11"	111903222	111903322	"RNU6-893P"	"-"	"snRNA"	"chr11"	111896131	111935128	"DLAT"	"+"	"protein_coding"	100	"opposite"	"11588_ID"	"Dlat"	"Gm25337"
"5927"	"ENST00000458862.1"	"ENST00000646704.1"	"chr5"	76376258	76376396	"SNORA47"	"-"	"snoRNA"	"chr5"	76326726	76447980	"AC008581.2"	"+"	"nonsense_mediated_decay"	138	"opposite"	"12176_ID"	"Aggf1"	"Snora47"
"5928"	"ENST00000458862.1"	"ENST00000255198.3"	"chr5"	76376258	76376396	"SNORA47"	"-"	"snoRNA"	"chr5"	76367896	76383110	"ZBED3"	"-"	"protein_coding"	138	"same"	"12177_ID"	"Zbed3"	"Snora47"
"5937"	"ENST00000458892.1"	"ENST00000355765.11"	"chr14"	45580085	45580171	"SNORD127"	"+"	"snoRNA"	"chr14"	45553318	45585485	"PRPF39"	"+"	"protein_coding"	86	"same"	"12368_ID"	"Prpf39"	"Gm25970"
"5938"	"ENST00000458893.1"	"ENST00000422514.7"	"chr17"	27047567	27047634	"SNORD42B"	"+"	"snoRNA"	"chr17"	27047002	27051377	"RPL23A"	"+"	"protein_coding"	67	"same"	"12407_ID"	"Rpl23a"	"Snord42b"
"5942"	"ENST00000458950.1"	"ENST00000290942.9"	"chr16"	67424593	67424753	"RNU1-123P"	"-"	"snRNA"	"chr16"	67423727	67427421	"TPPP3"	"-"	"protein_coding"	160	"same"	"10559_ID"	"Tppp3"	"Gm22456"
"5964"	"ENST00000459155.1"	"ENST00000440277.6"	"chr12"	7076499	7076769	"SCARNA12"	"-"	"snoRNA"	"chr12"	7074489	7079916	"PHB2"	"-"	"protein_coding"	270	"same"	"11991_ID"	"Phb2"	"Gm23547"
"5965"	"ENST00000459159.1"	"ENST00000676461.1"	"chr8"	56986393	56986460	"SNORD54"	"-"	"snoRNA"	"chr8"	56979827	56987067	"RPS20"	"-"	"nonsense_mediated_decay"	67	"same"	"12421_ID"	"Rps20"	"Gm24016"
"5969"	"ENST00000459174.1"	"ENST00000422514.7"	"chr17"	27049599	27049671	"SNORD4A"	"+"	"snoRNA"	"chr17"	27047002	27051377	"RPL23A"	"+"	"protein_coding"	72	"same"	"12415_ID"	"Rpl23a"	"Snord4a"
"5972"	"ENST00000459176.1"	"ENST00000325157.7"	"chr22"	40270258	40270519	"RN7SKP210"	"-"	"misc_RNA"	"chr22"	40139048	40289764	"ENTHD1"	"-"	"protein_coding"	261	"same"	"9824_ID"	"Enthd1"	"7SK"
"5973"	"ENST00000459187.1"	"ENST00000339995.11"	"chr11"	10823013	10823155	"SNORD97"	"-"	"snoRNA"	"chr11"	10818600	10830473	"EIF4G2"	"-"	"protein_coding"	142	"same"	"12468_ID"	"Eif4g2"	"Gm23262"
"5974"	"ENST00000459187.1"	"ENST00000532365.2"	"chr11"	10823013	10823155	"SNORD97"	"-"	"snoRNA"	"chr11"	10797067	10823172	"CTR9"	"+"	"nonsense_mediated_decay"	142	"opposite"	"12469_ID"	"Ctr9"	"Gm23262"
"5985"	"ENST00000459229.1"	"ENST00000447699.7"	"chr9"	95054742	95054875	"SNORA84"	"-"	"snoRNA"	"chr9"	94972492	95056038	"IARS1"	"-"	"nonsense_mediated_decay"	133	"same"	"12215_ID"	"Iars"	"Gm25394"
"6049"	"ENST00000459577.1"	"ENST00000356271.7"	"chr17"	38183794	38183898	"SNORD124"	"-"	"snoRNA"	"chr17"	38175350	38210660	"MED24"	"-"	"protein_coding"	104	"same"	"12365_ID"	"Med24"	"Gm22059"
"6051"	"ENST00000459579.1"	"ENST00000614237.1"	"chr17"	7480128	7480270	"SNORD10"	"+"	"snoRNA"	"chr17"	7466603	7482033	"SENP3-EIF4A1"	"+"	"nonsense_mediated_decay"	142	"same"	"12217_ID"	"Senp3"	"Gm25835"
"6052"	"ENST00000459579.1"	"ENST00000293831.13"	"chr17"	7480128	7480270	"SNORD10"	"+"	"snoRNA"	"chr17"	7476142	7482324	"EIF4A1"	"+"	"protein_coding"	142	"same"	"12218_ID"	"Eif4a1"	"Gm25835"
"6054"	"ENST00000459584.1"	"ENST00000422514.7"	"chr17"	27050446	27050510	"SNORD42A"	"+"	"snoRNA"	"chr17"	27047002	27051377	"RPL23A"	"+"	"protein_coding"	64	"same"	"12406_ID"	"Rpl23a"	"Snord42a"
"6067"	"ENST00000459623.1"	"ENST00000394799.6"	"chr3"	52724759	52724843	"SNORD19B"	"+"	"snoRNA"	"chr3"	52720031	52728508	"GNL3"	"+"	"protein_coding"	1946	"same"	"12386_ID"	"Gnl3"	"Gm24916"
"6082"	"ENST00000460851.6"	"ENST00000479209.1"	"chr3"	150264573	150303803	"EIF2A"	"+"	"protein_coding"	"chr3"	150259784	150320961	"SERP1"	"-"	"protein_coding"	39339	"opposite"	"6886_ID"	"Serp1"	"Eif2a"
"6115"	"ENST00000462804.3"	"ENST00000356175.7"	"chr17"	29643427	29648640	"EVI2A"	"-"	"protein_coding"	"chr17"	29421944	29704695	"NF1"	"+"	"protein_coding"	5340	"opposite"	"6943_ID"	"Nf1"	"Evi2a"
"6154"	"ENST00000463733.5"	"ENST00000497650.1"	"chr7"	127228439	127231735	"ARF5"	"+"	"retained_intron"	"chr7"	127222873	127233660	"GCC1"	"-"	"processed_transcript"	3315	"opposite"	"6330_ID"	"Gcc1"	"Arf5"
"6180"	"ENST00000465365.6"	"ENST00000643064.1"	"chr13"	48963702	49018803	"LPAR6"	"-"	"processed_transcript"	"chr13"	48955385	49173572	"RB1"	"+"	"protein_coding"	55138	"opposite"	"7848_ID"	"Rb1"	"Lpar6"
"6198"	"ENST00000466753.1"	"ENST00000437572.1"	"chr7"	99046097	99063788	"ATP5MF"	"-"	"processed_transcript"	"chr7"	99032653	99063820	"ATP5MF-PTCD1"	"-"	"processed_transcript"	17712	"same"	"6374_ID"	"Ptcd1"	"Atp5j2"
"6232"	"ENST00000469092.5"	"ENST00000340415.7"	"chr17"	72690455	72709117	"CD300LF"	"-"	"protein_coding"	"chr17"	72666716	72743473	"RAB37"	"+"	"protein_coding"	18668	"opposite"	"6594_ID"	"Rab37"	"Cd300lf"
"6233"	"ENST00000469092.5"	"ENST00000340415.7"	"chr17"	72690455	72709117	"CD300LF"	"-"	"protein_coding"	"chr17"	72666716	72743473	"RAB37"	"+"	"protein_coding"	18668	"opposite"	"6594_ID"	"Rab37"	"Cd300ld"
"6234"	"ENST00000469092.5"	"ENST00000340415.7"	"chr17"	72690455	72709117	"CD300LF"	"-"	"protein_coding"	"chr17"	72666716	72743473	"RAB37"	"+"	"protein_coding"	18668	"opposite"	"6594_ID"	"Rab37"	"Cd300ld3"
"6235"	"ENST00000469092.5"	"ENST00000340415.7"	"chr17"	72690455	72709117	"CD300LF"	"-"	"protein_coding"	"chr17"	72666716	72743473	"RAB37"	"+"	"protein_coding"	18668	"opposite"	"6594_ID"	"Rab37"	"Cd300ld2"
"6236"	"ENST00000469092.5"	"ENST00000340415.7"	"chr17"	72690455	72709117	"CD300LF"	"-"	"protein_coding"	"chr17"	72666716	72743473	"RAB37"	"+"	"protein_coding"	18668	"opposite"	"6594_ID"	"Rab37"	"Cd300ld5"
"6237"	"ENST00000469092.5"	"ENST00000340415.7"	"chr17"	72690455	72709117	"CD300LF"	"-"	"protein_coding"	"chr17"	72666716	72743473	"RAB37"	"+"	"protein_coding"	18668	"opposite"	"6594_ID"	"Rab37"	"Cd300ld4"
"6266"	"ENST00000470671.1"	"ENST00000439980.7"	"chrX"	71475528	71493221	"RPS4X"	"-"	"processed_transcript"	"chrX"	71401614	71522776	"PIN4"	"+"	"nonsense_mediated_decay"	21570	"opposite"	"11959_ID"	"Pin4"	"Rps4x"
"6291"	"ENST00000472091.2"	"ENST00000416247.4"	"chr6"	11102721	11111958	"ERVFRD-1"	"-"	"protein_coding"	"chr6"	11094066	11138966	"SMIM13"	"+"	"protein_coding"	9237	"opposite"	"6929_ID"	"Smim13"	"Gm27179"
"6292"	"ENST00000472091.2"	"ENST00000416247.4"	"chr6"	11102721	11111958	"ERVFRD-1"	"-"	"protein_coding"	"chr6"	11094066	11138966	"SMIM13"	"+"	"protein_coding"	9237	"opposite"	"6929_ID"	"Smim13"	"Synb"
"6293"	"ENST00000472091.2"	"ENST00000416247.4"	"chr6"	11102721	11111958	"ERVFRD-1"	"-"	"protein_coding"	"chr6"	11094066	11138966	"SMIM13"	"+"	"protein_coding"	9237	"opposite"	"6929_ID"	"Smim13"	"Syna"
"6332"	"ENST00000474070.5"	"ENST00000644824.1"	"chr7"	29186212	29519972	"CHN2"	"+"	"nonsense_mediated_decay"	"chr7"	29161955	29554283	"AC004593.2"	"+"	"protein_coding"	367760	"same"	"6644_ID"	"Chn2"	"Chn2"
"6337"	"ENST00000474271.1"	"ENST00000557172.5"	"chr14"	104038092	104073860	"COA8"	"+"	"processed_transcript"	"chr14"	104028232	104124071	"KLC1"	"+"	"protein_coding"	44564	"same"	"6684_ID"	"Klc1"	"Coa8"
"6369"	"ENST00000477126.1"	"ENST00000422209.1"	"chr3"	44903395	44907162	"TMEM42"	"+"	"retained_intron"	"chr3"	44884614	44914868	"KIF15"	"+"	"nonsense_mediated_decay"	3767	"same"	"12735_ID"	"Kif15"	"Tmem42"
"6381"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"1700040F15Rik"
"6382"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm35134"
"6383"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm28961"
"6384"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm21294"
"6385"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"3830403N18Rik"
"6386"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm21650"
"6387"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm29866"
"6388"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm20911"
"6389"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm5168"
"6390"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm20905"
"6391"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm21488"
"6392"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm20894"
"6393"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm21117"
"6394"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm20883"
"6395"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm21861"
"6396"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm10096"
"6397"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm10487"
"6398"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm20869"
"6399"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm21094"
"6400"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm21256"
"6401"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm6121"
"6402"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm21865"
"6403"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm20931"
"6404"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Slxl1"
"6405"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm29554"
"6406"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm20929"
"6407"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm20855"
"6408"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm1993"
"6409"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm21497"
"6410"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm21627"
"6411"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm2012"
"6412"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm21317"
"6413"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm28870"
"6414"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm20920"
"6415"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm20814"
"6416"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm5169"
"6417"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm31571"
"6418"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm20906"
"6419"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm20835"
"6420"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm21760"
"6421"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm29110"
"6422"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm10058"
"6423"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm28827"
"6424"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm773"
"6425"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm5934"
"6426"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Xlr"
"6427"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm21409"
"6428"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm20843"
"6429"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm20870"
"6430"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm10486"
"6431"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm20888"
"6432"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm29564"
"6433"	"ENST00000478139.1"	"ENST00000546873.1"	"chr12"	102122425	102133250	"SYCP3"	"-"	"retained_intron"	"chr12"	102120100	102137918	"CHPT1"	"+"	"nonsense_mediated_decay"	10825	"opposite"	"12585_ID"	"Chpt1"	"Gm20736"
